"mz","Intensity"
913.4618,3.287
917.4654,13.04
922.4832,5.018
923.4948,2.103
933.4479,5
949.5019,6
963.4539,9.269
967.4932,43
970.4217,2.519
985.5106,4.018
1001.5501,3
1015.4888,12.93
1101.5585,13.68
1125.5823,16.65
1127.5214,13.87
1137.6018,90.92
1153.5641,2
1155.5981,18.02
1156.5657,2
1156.6165,19.44
1164.515,2
1208.6445,29.38
1227.6552,13
1241.5898,12.65
1352.6714,47
1944.0575,4
155.0976,19.61
175.1216,38
182.1178,19.61
199.1776,38
227.1762,128
230.0771,19.72
313.1224,24.11
327.1677,24.22
341.1736,25.61
345.2104,31.11
351.1541,25.72
371.1898,19.72
481.2314,19.61
491.2579,19.61
508.3049,24
530.2134,32.72
568.7836,31.11
589.2726,30
601.3235,28.5
616.8508,24
672.8596,62.11
679.7336,19.61
680.3752,31.11
694.3516,69.24
704.3571,25.61
751.3773,133.1
805.436,19.11
848.3853,25
857.3998,19.61
865.4173,107.1
901.4962,18
909.4477,25.61
927.4516,25.61
949.4495,30
966.4562,80.89
988.4666,25.61
999.4435,20.21
1003.4219,18.22
1005.4716,91
1023.483,375
1080.4918,19.61
1118.5383,25.61
1119.5287,24.96
1136.5773,213.8
1249.6946,18.11
1327.6705,20.21
1338.5817,13.61
1345.6072,39.82
1362.7205,325
1523.7642,24
1663.6014,19.61
2138.0076,20.32
110.0684,10
120.0784,11.02
136.0727,13
141.0944,16.31
143.117,24
169.0966,11
171.1105,27.02
185.1633,14
226.119,18
229.1256,11.83
239.1753,20.02
240.1428,24.88
244.1189,20.27
258.1331,12
268.1657,14
270.1303,12.28
284.1978,155.3
311.1884,32.29
328.1512,12.29
339.194,11
341.1868,10
342.1676,14.04
355.2736,22.32
369.2206,9.018
372.1982,11.08
381.1961,16
383.2643,44
396.2321,14.02
397.1917,9.287
405.1919,9.018
443.239,10.04
446.2211,10.38
448.2158,13
459.2504,9
466.2445,10.27
468.2591,28.27
481.3172,22.27
482.2664,6.956
485.2827,51.66
495.2331,9
509.2857,24.39
523.2844,10.59
544.2764,10
546.8252,12
554.2671,10.09
556.262,10.4
580.2881,15.02
598.3591,17.29
603.3008,9.287
630.2922,10
641.308,12
646.3344,9.269
655.3882,88.04
659.347,12.09
663.3478,9.054
665.3178,14.29
670.3282,13
672.333,15.02
677.3226,13.32
679.3387,18.32
685.3398,9.816
688.6805,16.28
693.3809,10.39
699.3609,8.036
702.3389,9.076
721.4595,11.27
722.3787,11.54
725.4014,12.61
727.3422,7.538
738.3156,10.34
745.3648,10.57
748.4182,7.548
757.3802,11.04
768.4724,23
770.4111,7.85
779.4274,7.538
781.3864,12.29
786.4527,7.556
791.3906,7.287
802.4069,7.556
807.3402,11.61
816.3965,7.036
818.3704,7
820.4506,9.094
825.4876,85.81
845.4553,12.36
859.4717,7.036
862.4307,7.368
868.434,7.538
891.5559,17.12
896.532,65.31
902.4677,9.451
906.4599,11.93
911.4565,11.05
915.4794,10.34
925.4873,7.287
927.4817,11.29
929.4278,7.136
932.48,8
938.4793,9.001
943.4578,7.538
945.4747,7.287
955.4656,8.566
956.4961,6.785
961.4252,11.17
962.4843,6.868
971.463,9.807
975.5713,33.05
987.4517,8.538
990.4114,9.556
993.5814,80.37
993.5832,652
1005.4839,7.665
1036.5183,8.018
1047.4908,11.29
1077.5143,8.018
1092.6511,43
1105.4949,5
1111.5686,6.287
1119.5336,6.018
1130.5363,5.269
1142.4684,5.665
1145.5446,5.287
1146.5603,5.998
1147.5297,2.552
1149.6366,7.807
1151.6039,5.144
1162.5692,5
1185.5859,4
1193.6097,4
1203.5786,4.269
1205.718,11.07
1217.5438,5.018
1222.5198,4.269
1228.5905,4
1239.5905,4
1243.5751,4.036
1327.673,3
1342.6611,3.269
1366.6826,3
1375.6591,98
1407.6754,5
1461.8019,9.647
1476.6842,3
1499.7167,7.637
1504.6814,2
1526.7877,2.269
1577.7415,7.005
1594.7395,7.037
1629.7397,2
1643.7941,8.305
1662.7637,10.56
1685.7079,7.287
1833.9257,9.287
120.0783,17
129.0977,9.054
131.0828,29
147.1114,11.05
159.076,33
231.1146,9
233.1221,25.02
243.1213,20.28
244.1278,18.32
252.0925,9
259.1117,9.269
261.1568,59
270.1109,9.269
276.1344,28.07
288.1196,52.27
314.145,7
330.1485,6
340.1104,8
348.1598,10
375.1667,27
376.1505,18
387.1626,14
389.1755,6
390.1761,7.018
398.1871,7
407.188,16.27
415.2008,12.04
417.1826,7.269
424.2133,24.84
434.1965,6
435.183,18.27
437.1778,7.287
451.2238,10
452.2216,6.036
456.1765,9.018
477.1906,7
480.2448,14
487.2038,7.269
494.2209,5.807
501.2237,11.27
503.2525,6.807
504.2399,19
521.2702,319.3
527.2231,6
537.2646,8.556
545.2388,14.12
555.2249,6.018
563.2487,10
573.2321,11
584.2654,6.305
587.2763,8.269
604.2906,15.36
614.3057,7.018
622.316,78.02
633.2837,7.269
655.2894,13.94
656.2623,4.31
660.2651,16.37
667.2874,12.32
673.3121,8.269
675.3387,7.018
676.3206,37
683.275,13.32
684.8244,7.368
685.6419,8.018
688.2183,5.269
693.3546,52.93
713.2888,12.28
723.3401,4.269
731.305,14
748.321,12
754.3358,7.018
772.3197,5
781.3491,5.269
786.3406,6.036
789.3945,5.018
790.3824,22.38
798.3215,4.018
805.3431,5
807.3945,79
808.4007,7.018
813.3353,4.018
814.3627,14
821.3652,6.269
831.3582,17
832.3374,26.02
849.3704,61.37
868.3845,4.269
877.373,6.368
902.3984,8.269
905.4568,6.807
917.4506,9
918.4369,36
935.4575,96.02
938.4397,5.14
946.4145,6
1009.4774,11
1047.5145,6.287
1064.5044,15
1082.5151,80
1087.4099,5.538
1109.4833,8
1137.5483,6.269
1194.5546,10
1211.5668,11
1211.5767,26
1212.5708,6
1222.5286,7.287
1223.5458,3.642
1293.5837,4
1316.5641,6.055
1741.8225,5.736
102.0567,15.05
129.1027,23.02
130.0774,11
136.0748,13
147.1113,11
157.1333,163
185.1283,127
201.0832,8
202.0799,15
204.1356,76
215.1356,17.07
231.0985,17
241.0831,30
242.0874,10
243.1315,32
244.1436,11.86
250.1181,9
254.1493,8.018
259.0944,27
265.1162,12
269.1396,10.83
278.1069,12
279.108,10
286.1728,8
293.1164,28
296.1693,9
310.1081,14.56
312.1319,15.05
313.1099,15
314.1713,48
315.1664,70
320.1284,14
328.1159,21
333.1779,103.3
346.1166,13.27
365.1478,17
372.1639,15
379.1253,19.38
390.1444,14
397.158,11.02
400.1757,11.29
406.1951,12.59
407.153,20
411.2037,11.27
424.1499,11
425.1711,18.08
425.1747,8.269
431.1608,19.02
442.1577,14.28
443.2122,54
446.2636,133
448.1789,34.79
449.1854,7.084
459.1489,12.34
460.1892,11
466.2025,15.27
476.1703,13
477.1616,22
494.1882,42.27
515.258,10.84
520.2222,11.18
530.2489,19.57
552.2654,14.64
557.2997,21.02
559.2606,11.27
560.2293,20.02
575.3041,106.3
578.2035,12.07
587.2182,14
588.201,28.02
605.2166,60
607.2589,13.84
609.2449,16.68
623.2341,20.27
626.2803,21.27
644.2864,16.84
673.3388,17.29
677.2867,11.27
684.3126,9.825
689.2122,19.04
699.217,11.02
701.2701,17.39
702.3433,5.255
707.2639,12
713.3676,6.018
717.2449,13
718.2852,14.02
719.2916,27.08
731.3351,6.018
734.2597,30
736.3141,24
738.3626,122
744.3029,7.018
748.3483,5.548
752.2945,14.45
774.2817,6
789.371,8.297
790.3395,19.02
793.3365,10
801.3556,5.287
807.3616,36.02
819.379,9
830.3154,6
835.3727,7
844.4382,8
846.3837,6
847.3428,25.02
848.3413,9.395
852.4148,110.1
865.3574,12
890.3903,13
891.422,3.35
901.3661,12.27
906.4677,6.326
918.3614,8
919.3578,19.27
921.4388,10
922.4216,22.27
936.3979,32.02
939.4387,312
948.4483,6.287
959.3773,10
976.3903,12
994.4143,11.82
1015.4864,7.269
1032.4768,12.3
1049.4823,21
1050.4747,91
1068.4788,369
1079.4717,13.05
1103.5957,8.018
1160.5192,6
1161.4928,25.84
1178.5151,45
1179.5104,35.71
1179.525,118.3
1193.6207,4.538
1197.5243,55.19
1197.5259,468
1207.5099,6.287
1236.5591,5.269
1291.598,12.1
1310.5885,5
1310.5996,13.05
1319.5507,10.4
1320.5812,2
1363.6213,46.65
1381.6492,433
185.0969,16.07
198.0869,21
216.109,29.11
232.1424,17
243.1321,13
266.1454,30
272.1337,13.08
284.1807,16.07
312.1403,17
361.1703,22.08
369.1805,16
390.1699,16.07
397.2032,16
426.2276,16.07
440.2136,39
441.2054,51.08
454.2669,17
458.2025,17
462.2332,56
468.2618,15.42
502.2312,21.07
512.2388,43.08
529.2919,16
580.2945,17.16
591.2776,30.07
614.3143,27.08
662.3063,128
669.3484,17.08
672.8121,8.553
677.8243,21
683.3553,17.11
694.3375,37
707.3256,17.15
711.3611,21
729.3814,20
747.4494,16
773.3791,24
775.4013,58.07
785.3365,13.15
802.4122,13.08
849.4936,16
862.4228,153
885.4711,13.08
911.4471,16
915.4356,18.61
920.3682,12.07
933.4687,190.1
943.4605,16.07
961.4886,16.07
977.4999,30.15
1044.5087,33.07
1062.5084,83
1139.5865,8
1144.6118,8
1146.4741,8
1160.6158,9.076
1162.6191,8
1175.5742,69
1188.4877,8
1262.6196,24
1267.594,18.47
1325.6179,17.16
1343.6243,23.68
1372.6694,192.1
1390.6873,282
1526.6094,13.47
1539.6803,13.47
1620.7705,14.94
1739.8876,22.55
129.1027,38
136.0755,34
141.0943,23.42
157.1346,247
185.1289,196.1
202.085,34
204.1355,130
215.1383,39
231.1018,42
241.1072,39.42
243.1335,52
244.1449,20
259.0962,60
278.1162,30
297.1502,33
310.1069,25
313.1138,52
314.171,109.6
315.1657,110
320.122,22
328.1107,21.17
333.1787,130
345.1334,22.15
346.1486,21.08
354.1695,21.16
361.1371,32
365.1445,49.47
372.175,34
379.1206,39.15
406.1981,30
407.1497,47.11
415.2027,36
425.1591,31.19
441.1891,21
442.1611,25
443.2134,75.07
446.2595,218
449.1643,21
459.1848,20.5
466.1991,24
476.172,25
477.1674,30.08
485.2209,20
494.1858,42
502.2528,33.16
557.2972,42.19
572.2566,24.07
575.312,156.1
577.25,22.08
578.2114,26
585.2192,38
588.2105,56.07
595.2332,25
599.2679,67.07
605.2118,76
606.2074,14.89
623.2415,35
626.2759,26.47
664.29,18.08
671.2305,29
689.1899,28
689.6331,22.52
702.3144,21.08
717.2366,50.15
718.2484,10.83
719.2986,29
734.256,53.07
735.2697,13.41
736.3018,56
738.3605,218
752.2798,22
758.399,21.11
761.373,20
763.3873,17.08
772.3174,25
790.3428,20
793.3304,25
807.373,45.07
830.3135,17
834.4081,25.22
847.3371,30
852.4086,184
865.3733,37.22
919.383,16
921.4169,49
922.4047,19.86
936.379,58.31
939.4471,493
961.4471,16
976.3897,29.08
1033.4554,19.42
1049.4814,42
1050.4944,91
1068.4824,423
1069.5044,86
1132.5472,13
1161.4918,20.07
1161.5057,80
1178.5063,72
1179.5178,176
1179.5183,42.15
1197.526,787
1198.5299,28.07
1274.6243,28.07
1310.6351,38
1321.6265,12
1363.6317,79.63
1381.6482,637
2075.6995,18.22
2233.8047,16
129.0969,17
131.1131,50.07
147.1063,17
175.1087,25
183.1403,26.18
197.1312,25.07
211.145,21
225.1235,87.15
226.1145,14.45
239.1681,18
242.1467,214.3
260.1909,21.07
270.1547,27.19
271.1442,18.15
296.1692,25
297.1663,17.08
299.1718,21.07
313.1838,213.4
327.2316,46
341.1989,51.07
353.1958,55
355.2338,36.5
357.2503,290.6
383.1988,21.22
395.2715,20
398.2521,105
412.2609,41
426.2693,102.1
435.1542,18.22
438.2744,29
454.2969,20.51
455.2993,43.07
456.3159,81
466.2762,32
483.2999,75
494.2793,26.08
497.308,22.08
511.3129,44.11
531.2939,29
532.2635,22.19
537.3394,24
563.3122,26.15
565.3309,24.07
568.3829,46.07
579.3636,35.65
582.3706,60.08
596.3712,47
599.2909,34.24
610.3571,24.07
624.3826,39.31
632.3106,25
640.4297,25
650.4259,34.08
667.4302,30
679.4188,22.15
695.4354,65
696.3165,60.07
701.3388,22.3
707.4452,17
710.4161,14.55
716.3698,16.07
746.4056,20
752.446,49
766.3895,21.08
794.5047,39.07
796.5298,167
797.5256,25
802.4055,17.08
808.4772,21.08
817.4252,17.08
817.5378,21.62
823.4984,26
837.3299,14.55
849.3939,17.08
852.4492,22.55
904.5262,20
909.6075,68.07
915.4872,16
922.5524,27.15
930.4484,22.55
936.6082,34.11
947.484,22.15
949.4352,28.07
957.4606,16
966.6343,302
967.6322,52.65
986.4769,21.08
1008.5347,17
1019.538,17
1035.6726,25
1073.5165,21.08
1079.7192,159
1132.6334,12
1150.7645,322
1151.7697,51
1263.4922,13.47
1278.8585,15.42
1321.5944,17.19
1370.6166,8
1373.7217,52.68
1474.7596,8.072
1531.7704,8.001
1565.7672,16.14
1687.8236,8.072
1824.0471,14.04
120.0793,51.2
129.1013,42
130.0776,23.12
136.0743,12.56
147.1122,17
157.134,12
159.0941,11.61
171.1024,14.61
173.0932,21.08
175.1164,17.04
181.0575,14
185.1299,18.07
186.1051,12.04
187.1493,14.54
199.165,12.07
200.1436,19.71
216.0987,59.57
227.0701,12.07
228.1399,11
229.1004,19.08
235.0974,11.08
242.1563,32
244.0932,15.54
247.1467,13
249.1246,15
251.105,12
252.0758,38.07
258.1563,14.04
269.0992,14.59
270.1103,20.12
275.2116,51
281.1285,10.57
287.136,20
321.094,21.15
361.1733,19.65
371.1779,36.22
381.1524,19.57
391.1579,27
401.1623,16.92
444.2037,22.2
447.2233,23.35
456.2448,32.58
459.2426,26.11
459.5725,61
464.7718,34
464.8919,42
489.3361,111.6
503.2662,18.11
513.2119,26
583.3267,20.07
585.2893,15.61
587.3212,15.08
588.4092,64
589.3065,18.22
624.2509,21
638.332,22
641.272,20.04
642.2485,23
645.3326,20.54
659.2537,58.11
666.3304,15.18
687.3068,18.04
700.3154,8.036
702.3914,62.13
703.3707,21.67
712.3649,12.01
714.3967,10
715.3708,20.65
717.3932,22.54
729.3996,8.538
730.4225,18
731.4189,28.56
735.4796,71.54
743.3412,17.63
745.4069,23.12
754.291,15.61
755.3381,5.891
765.3863,8.538
771.3061,8
787.3485,8
789.3026,20
806.3552,10
816.4379,19
817.3923,20.61
827.4651,8.036
864.5222,22.07
881.4539,17.1
886.4503,12.57
888.3391,10
898.4615,4
926.54,24.07
929.4376,4
944.5219,6
961.5129,14
962.4568,4
965.4616,4
970.4302,4
978.5485,49.57
978.5666,53
1001.5007,4
1081.4951,4
1089.5815,26.6
1090.5775,8
1100.6057,4
1107.608,16.54
1107.6085,48.61
1117.5667,4
1117.5715,18.01
1178.6373,161
1292.6951,46.61
102.0532,26
120.0799,93
129.1013,96.18
130.0815,22.15
147.1112,21
171.0818,26
173.1018,25
187.132,30.12
198.0896,20
199.0757,33
201.1078,25
216.0975,120.1
219.1454,34
226.0816,34
242.1527,64
244.1168,21
257.1784,29
267.1382,21
269.1292,20
270.1077,29
275.2085,75
287.1358,31
298.0982,18
315.1265,25
333.1667,20
338.15,25.08
346.1561,20
353.1448,20
355.1604,24
368.2382,33.07
371.1716,39.22
373.2071,21.08
388.2912,56
399.148,48.07
416.1791,44.15
424.2042,34.15
439.1774,20
444.1746,48.47
456.225,65.15
459.2245,44.08
459.5685,90
463.7786,90.77
464.7135,16.83
464.9014,89.56
472.23,24.57
489.3339,241.2
495.1943,21.08
496.1772,20
506.1723,21
513.1826,30
530.2037,45.72
545.2681,20
546.2729,29.47
570.3607,20.07
572.3238,14.71
588.4078,176.1
597.2211,20.07
614.2635,34.14
624.2142,30.08
641.259,29
642.2349,55
646.3378,22
659.2614,92
667.3062,31.3
668.3749,15.14
686.3234,30.15
695.3358,20
703.3639,33.42
717.3725,33
727.3574,16
735.4714,120.1
737.2714,17.08
745.3604,21.08
789.295,16
806.3578,29
816.4477,16.07
864.5054,43
875.4781,16.07
905.3893,9
960.5413,8
961.5006,16.07
970.4388,9.076
973.4989,25.22
978.5511,96.08
988.4973,9.076
1012.4876,8
1070.5511,8
1107.5944,16
1107.6062,82.52
1117.5327,34.66
1118.5834,9.076
1141.6265,30.66
1178.6396,327
1275.6442,64
1292.6945,63.68
1867.8757,30.08
120.083,50
143.1216,24.11
169.1047,36
171.1104,24
175.1087,31
246.1599,37
261.1523,25.23
265.0646,19.72
276.1404,24
284.1928,107
318.1525,24.11
325.1667,30
355.2279,38
357.1602,30
363.1669,24
374.2097,52.53
386.2235,33.23
388.2093,31.72
389.2267,38.61
402.2025,24.11
412.2411,25
444.2356,22.5
446.2076,31.67
474.3088,43.61
485.2473,24.22
487.26,31.72
502.2821,36.11
505.2379,25.67
514.2687,25.61
517.2819,26.61
566.3056,50
571.3062,24
584.3629,52.61
624.3392,30
641.3749,210
642.3728,25
688.327,25.61
702.3763,22.5
727.3424,24.11
751.4537,24
756.4108,36
769.4293,81
774.3937,31
799.4004,31
831.4209,24
839.4211,42.32
856.4575,93.11
896.4605,36.11
913.4877,310.1
913.5336,30
938.5047,18.11
953.4709,27.82
982.5025,18.11
1042.5504,69
1060.5482,39.21
1060.5658,235
1113.5896,24
1127.59,20.21
1128.6014,10.85
1131.5941,107
1132.5508,18
1169.6501,18
1244.6707,36.11
1244.6818,30
1376.66,12
1379.6786,27.21
1395.8075,30
1414.7606,313.2
1443.6958,24
1557.3333,31.72
120.0824,9
129.1014,29
130.0856,15
136.0757,20
171.1122,14.02
185.1181,12.02
199.1046,15.02
214.0851,9.297
230.1505,11
233.1266,13.27
243.1131,10.28
244.1465,12.27
257.0598,10
261.1264,10
270.1178,10.3
272.149,13
275.1684,11.54
298.1468,11
300.1432,13.27
346.1834,16.82
376.2549,22.02
399.1809,12.64
417.184,22.83
436.2247,40
440.2195,12.65
446.1996,20.68
448.2096,12
452.2236,12.02
458.2119,18.3
469.2532,12.3
469.7403,161
487.2902,35.57
488.2542,9.498
501.1805,10.31
503.2521,24.31
505.2949,32.37
509.2041,9.269
515.2546,12.31
548.2649,14
551.3089,9.018
569.236,13
576.2924,15.02
586.2594,55.02
587.2632,15
596.3141,13.05
602.3092,19.3
604.2729,101
616.3036,15.3
620.3249,86.07
646.3257,12.92
669.3513,16.56
673.3445,20
677.345,12
678.324,15.3
691.3661,123.4
696.358,14
699.3438,20
707.3333,7.368
715.3885,7.279
717.3535,25.4
725.3762,10.28
726.4097,14.31
737.3423,11
739.3421,12.56
754.3875,15.82
764.3723,9.807
768.3586,9.018
802.3782,7.816
804.4475,19
825.4075,12.54
839.4072,14
861.4708,30.02
903.4176,8.018
920.4587,45.67
935.5065,15.04
938.1332,39.3
971.4505,21.27
989.518,4
1011.5028,4
1029.5603,6
1046.5447,13.3
1046.5494,19
1115.4833,2
1160.5801,2
1173.6124,2
1191.6069,4
1204.5524,2
1209.6036,40.95
1209.6058,6
1219.6115,2
1300.6284,17.77
1306.6652,36
1389.6936,32.64
1403.2438,20.3
159.1047,12.11
187.1063,27
242.1536,12
254.1653,13.67
255.1266,18.81
282.1815,41
283.1792,15
297.1592,15.86
300.197,15
311.172,28
319.1632,21
320.126,12
343.2247,12
371.2375,22.05
378.1226,12.81
382.2142,16
400.225,22.99
456.2184,15.81
465.2331,12.05
482.2524,12.05
489.24,12.05
499.2627,12.84
522.2616,15.81
539.265,27
541.2216,18.06
543.3109,15
596.2808,144.1
599.2645,12
612.7944,22
631.2858,15
659.3246,12
688.319,15
695.3506,18
698.3176,8.349
705.3945,12.05
734.3483,10.1
741.3703,9.054
752.3717,109
760.3951,9.054
797.3859,21.81
815.4099,18
886.4711,9.054
895.373,15.05
907.5016,16.69
912.3966,130
913.3946,22
944.4562,9.807
983.4394,96
1010.4859,12
1022.4653,15
1040.4561,337
1069.5398,9
1111.5001,32.1
1111.5031,128
1112.4846,28
1115.5051,15
1121.5004,13.1
1142.5885,9
1157.5035,16.91
1195.6084,12
1199.5663,9
1224.5948,34
1311.5997,15
1379.6354,15.11
1392.6682,42.95
1410.6882,268
1569.7433,9.055
1601.715,9.807
1627.791,16.16
119.0471,11
120.0796,18
129.1039,13.02
136.0752,111
147.111,13
171.0933,10
192.102,48
199.1791,10
202.0844,20.02
226.123,25
227.1224,12.02
230.0772,13
235.1001,11
237.1224,98
239.1122,9.538
242.1419,16.07
243.1299,16
244.0891,27.3
244.1639,71.31
247.1084,55.64
261.147,10.54
265.1186,90
283.1346,10.81
293.1115,50.27
339.1794,11.3
355.2245,11
356.2031,14
357.1809,34.59
359.2056,11.83
367.1796,11.04
369.1801,11
376.1571,15.27
391.2309,54.54
394.1545,32.81
406.1956,40.27
410.1692,39.07
419.1707,11
424.2219,11.02
428.1694,15.85
470.2608,27
471.2467,20.33
481.189,11.55
489.2319,22
504.2225,11.82
506.2637,52.02
508.2443,9.985
513.2119,16.02
519.2778,12.02
529.2326,18.02
532.2272,10.05
535.2689,11.27
539.2244,16.38
557.2245,36.27
582.285,10.29
586.3041,13.39
589.3113,10.13
610.3181,10.42
614.2816,15.56
616.3093,19
617.2956,35
621.3039,14.1
631.299,10.4
634.3196,111.3
637.2991,13.32
640.2991,12.27
644.319,13.27
652.2958,21
666.2648,9.825
670.3041,45.04
684.321,11.65
691.3671,10.31
695.3414,14
701.3488,6.845
703.3516,16.29
708.6786,18.02
719.3787,9.297
723.3763,9.018
730.3717,12
737.4043,11.36
740.361,10.12
746.3602,12
747.4037,157.3
755.3715,9.018
762.344,17.49
765.3627,11.34
765.372,17.29
768.3798,9.018
776.4268,11.46
780.3801,13.34
783.3803,26.34
787.3777,14.02
803.4133,16.23
804.3972,6.063
816.4086,10.04
820.4546,11.59
821.3902,7.965
822.4187,10.39
826.4517,9.018
828.4208,9
830.4603,9.036
843.4324,12.02
848.4055,9.404
860.485,120
861.495,18
864.419,15.47
875.4186,21.29
894.4684,14.29
908.4291,22.02
909.437,8.936
911.4282,19.27
931.3923,8.556
936.4566,11.04
954.461,9.637
957.4783,8.054
962.4313,11.39
968.5279,10
971.5093,31
976.5038,13.36
977.4641,12.54
989.5309,134
990.5282,20.28
996.4463,9.556
999.4843,8.269
1007.5055,10.27
1017.5226,7.513
1026.4648,18
1032.4902,9.386
1036.447,9
1047.4591,9.748
1093.5038,7.385
1116.5804,7.018
1134.5917,9.288
1152.5869,238.3
1152.5946,32
1155.5033,7
1161.5209,7.538
1173.5486,25
1216.5959,8.621
1253.6205,43.06
1263.6089,15.27
1303.6415,5
1304.6621,1.707
1318.6628,4
1358.6575,8.807
1385.6334,12.26
1386.5929,7.487
1398.709,23
1410.5852,3
1416.6989,182
1473.775,4
1517.7205,2.269
1546.7942,2.018
1616.611,3
1646.6886,2
1889.9241,10.29
1892.8269,6.675
2730.3047,3.386
129.0973,9.09
136.0752,9.269
171.133,8.269
173.1048,9.305
175.1158,17
185.1393,15
212.079,14
213.0419,8.09
230.0744,104
245.095,8.018
272.1712,11
274.1349,8.297
284.1229,16.27
298.1382,20.32
302.1365,9.825
314.138,8.287
315.1628,21.07
328.162,11.02
343.1577,59.27
379.2072,64.5
383.1992,13.02
384.1905,11.92
397.1925,12.29
414.198,23
425.2078,10.29
442.2235,9.269
450.2376,9
459.2158,9.018
468.277,9.018
469.2197,12.02
494.2314,20.29
497.2673,13.28
514.2567,8.556
523.2317,8.036
526.2162,18.02
533.2752,8.287
543.226,9
548.2405,10
557.283,8.655
565.2715,57.56
569.2866,11.05
572.2367,8
583.256,10.34
589.3023,10.66
598.2917,11.07
609.2556,10.27
611.3147,9.538
626.2666,18.29
634.341,8.054
644.2943,21.02
660.3571,11.92
678.3521,86.04
684.3406,12
692.8255,8.341
694.3017,10.37
697.337,11.02
701.8614,16
708.3162,10.04
710.4521,9.305
710.6671,15.34
711.0358,16
715.3232,10.57
717.3466,14.71
718.3489,7.519
725.3492,44.29
731.3606,10
739.3768,11
743.3553,19.02
746.3662,11.37
747.3823,5.661
764.3651,10
767.4294,13.81
777.4227,43
799.4188,10.4
825.4282,8.924
834.3882,9.019
840.3855,10.82
853.3863,9.566
856.434,19.48
864.4296,14.27
866.4603,10.28
877.4037,9.269
878.4652,114.3
898.4565,8.287
900.4492,7.305
916.4521,8
920.4761,7.072
925.4438,6.754
937.4694,10.29
939.4501,8.297
952.4911,11
962.5106,10.02
965.4279,8.018
969.4434,6.269
973.5069,6.368
980.5131,7
989.5134,24.54
1007.5169,88
1008.5129,17
1042.5273,10.61
1060.5289,16
1064.5314,6.807
1078.5542,146.7
1084.5981,6.269
1095.5363,6.287
1097.6019,6.279
1106.5339,4
1117.5562,4.287
1129.6086,5
1152.6125,5.018
1159.6138,8.287
1177.5751,4.269
1184.5588,5.269
1191.6365,17.64
1195.6399,4
1206.6094,4
1210.594,4.807
1216.5856,4.018
1219.5586,11.04
1220.6825,4.287
1246.5575,8.018
1256.6833,12.05
1307.6027,13.92
1316.6598,3.018
1345.6851,3
1394.6241,3.269
1420.7406,72.08
1527.8009,2
1543.7349,2
1587.9133,8.072
1643.7784,2
1761.9352,6.662
1865.8698,7.57
129.0978,15.88
185.1664,93
213.1583,98
215.1448,15
226.1541,28
229.1094,12.81
231.1183,12.05
243.1333,67
244.1647,109
276.1062,12.81
281.2314,12.81
288.0779,25
312.1726,15.84
314.1526,30
324.166,12
326.2465,29
342.1965,46.05
356.1972,21.05
359.1566,33.86
365.1832,15
383.1631,21.11
387.1599,12
399.2256,18.81
410.2086,15
427.2881,25
428.2092,15.05
441.2697,27.81
450.2525,12
455.2856,49.86
468.239,12
473.2068,12.84
491.1621,12
498.2567,12.86
515.2482,12
519.2203,22.05
526.3653,12
527.2328,24.86
530.2208,12
536.3049,18.81
543.2864,18.81
546.2703,15.05
554.3502,28.05
556.3035,15.86
559.2419,15
572.2747,12.86
577.2499,12.81
581.2856,12.81
590.2473,46.84
595.2305,12
598.2473,15.05
604.2938,17.72
611.3553,28.67
634.1768,43
671.2298,18.81
705.2922,49.81
709.653,15.11
715.3719,18
731.3788,12.05
733.2461,56
747.3228,12.05
771.3121,18.86
782.3499,12.11
787.3506,18.81
814.446,12
820.3005,47
840.4261,12.05
842.4526,22.61
859.3702,12.05
860.3145,15.88
862.3018,37
874.4917,18.81
877.3366,262
878.3295,41
884.4055,12.81
888.4452,15.81
903.4875,12
911.4263,21
924.4172,12
932.4702,18
974.4352,12.81
975.3687,37
976.3859,13.16
976.4031,248.8
991.4796,12
1005.537,18
1072.5045,12
1074.449,15
1087.4288,15
1105.4403,137
1106.4563,19.05
1187.5155,39
1203.6069,18.87
1218.5168,30
1218.5281,151
1317.5938,12
1351.6223,13.1
1373.6638,12
1412.73,34.67
1430.6852,283.8
1441.7706,6
1461.6161,6
129.1017,23
159.0763,22
171.1318,12.54
173.1286,22.61
175.118,10.79
185.1291,9.076
215.1302,21.54
226.0854,12.04
227.0967,8.538
228.1246,10
232.1337,16
233.1068,10
243.1281,17.04
252.0586,8.538
254.1469,26.54
272.1614,12.04
285.1309,14.77
294.1786,8.538
313.1292,12.04
360.2174,26.58
374.1938,10
385.7159,8.538
388.2159,8.538
414.1984,10.54
420.1973,11.61
424.1947,10.57
425.8882,25.54
432.2092,11.27
442.8109,23.83
444.2281,19.54
451.2244,8.538
460.2265,25
460.7834,12.04
461.2843,42.09
469.2235,12.77
469.7481,30.04
487.2491,8.538
496.2441,12.04
543.2695,16
547.317,16.04
549.2546,12.04
572.3104,12
584.2692,14
589.3059,10.54
590.3276,38.54
596.2921,14.74
600.299,12
602.335,17.08
604.3009,16.77
623.2692,10.57
628.3448,10.57
647.3373,12.61
655.3328,15.08
671.322,12
680.3191,14.57
687.3522,16.04
701.3441,22.54
714.3943,13.08
719.3684,87
720.3653,12
728.4063,8.538
729.3612,16
744.4218,12.77
757.4042,12.04
768.4429,10.65
799.3781,14.54
808.4101,10
810.4337,8.538
823.4197,8
