"mz","Intensity"
1519.7712,23.06
1537.7551,113
101.0477,14.42
120.0788,21
175.1178,19
199.0875,12.05
214.115,19
226.1167,24.05
231.1111,75
242.1267,15.05
250.1321,12.05
256.1137,12.92
258.1056,12.05
274.1179,15.05
275.1256,13.61
276.158,18.84
280.1226,19.64
284.1349,12.91
287.1374,12.05
299.1695,15
302.1477,116
320.1543,37.81
329.1805,30.05
355.1959,35.45
385.144,27.16
389.2314,24.81
430.2452,21.81
433.2415,21
442.1997,19.91
488.3178,69
502.2387,24.81
504.2382,15.11
516.2219,12
517.2642,25.05
520.2513,13.1
521.2792,15.81
525.2597,19.64
529.2642,15.11
535.2852,12
541.2528,16.16
550.2775,15.88
552.2912,12.81
554.3044,15.81
561.3,27
603.3431,28.81
616.3074,12.05
626.2535,12.05
631.4208,12.81
636.3017,16.91
642.3261,18
648.3429,18.11
660.3588,12
676.3702,16
686.3677,21
706.2913,12.91
716.3961,63.79
723.4362,18
724.3835,32.48
725.4368,6.836
754.3644,16.14
757.2783,13.61
775.0673,18.11
775.7142,15.86
782.3795,18
791.3701,18.86
802.437,15.11
822.4655,13.61
825.4026,15.05
837.4221,12.81
842.4189,21.81
845.4616,37.11
846.4333,15.81
862.4817,24.86
869.4304,13.1
873.4371,18.91
899.476,18.86
902.4894,106.1
917.4767,21.86
925.4718,15.81
938.4811,15
942.4838,15.11
947.4661,15.05
951.5102,12.86
959.5165,15
971.5258,21.81
975.4689,16.61
989.5273,273
992.5211,15.86
1028.4989,13.61
1035.4921,9.052
1048.5093,15
1069.5575,13.61
1075.6167,24
1077.5618,13.91
1099.5691,31.61
1100.5491,81
1117.5905,154
1136.5557,15
1148.5586,12
1150.572,16.25
1155.5834,18
1161.5555,12
1188.7172,12
1194.6636,15
1213.6454,21.81
1230.6626,77.05
1278.6556,15.11
1301.7075,36.81
1321.6187,9.054
1329.6456,9.054
1402.7505,21
1465.7205,12.81
1470.7269,13.1
1485.6953,25.27
1514.7247,19.91
1520.7327,6
1531.7292,49.37
1544.8199,6
1667.7455,13.1
2108.0337,13.16
129.0808,14.81
157.0958,14
171.119,12.84
175.1194,12
199.1144,12.86
204.109,11.9
226.1297,12.16
227.1105,14
242.1162,12.81
258.1449,12
259.1432,12
283.1415,11.81
300.1532,12
303.1649,11
314.1572,11
339.1714,12.05
341.1654,16
343.1565,12
357.1952,11
364.2,14.09
369.1777,15.1
381.1817,27.05
426.2326,26.86
451.2042,11
454.2351,12
457.2403,12
466.2278,12.86
478.1918,23.05
488.273,12
493.2411,18.86
495.2213,18
496.2471,27.86
513.3173,66
520.2281,15.81
522.2922,12.81
529.2708,24.67
534.2672,12.81
563.3098,15
565.2529,20.05
580.2828,15
585.2779,19.61
600.3434,82
602.3279,12.28
608.313,15
618.2997,16
632.2934,15.05
644.7949,13.96
662.3031,15.11
666.2847,18.11
671.384,132
686.3141,18.05
688.347,14.81
726.3704,12
730.3975,12.84
738.3062,12
757.4409,12
766.3304,16.67
784.4594,70
803.4061,12.05
815.3494,12
844.4417,21.81
848.4252,18.05
864.4455,33.81
872.3311,15.81
898.5087,60.05
907.4291,11.9
909.4481,15
918.4401,38.06
919.466,15.94
938.4598,15.81
941.4885,15.81
963.4888,12.81
989.4561,23.81
993.4918,15.81
997.4284,12.86
1003.5041,12.11
1006.4894,22.72
1009.5402,15.11
1013.3981,13.67
1027.5596,29
1029.4966,15.34
1038.4934,34.11
1039.5225,17.36
1065.535,23
1094.5768,12.84
1104.5443,18.84
1108.5363,12.81
1121.5548,14
1124.6012,45.84
1165.5728,12.05
1179.5109,13.1
1181.6365,116
1218.6069,15
1261.6276,13.16
1278.6603,32
1278.6952,191.1
1309.7328,6
1317.5153,6
1323.7283,6.055
1329.6034,14
1331.6198,6
1334.6022,6
1337.6344,6
1347.718,20.52
1360.6837,6
1365.6581,6
1365.6873,39.09
1367.6139,6
1405.6797,6
1407.6722,12.92
1420.6461,6
1422.729,14.81
1499.703,33.16
1517.7642,71.81
1535.8138,356
1544.7716,15.86
1624.7896,11.21
1669.8059,12.06
1901.9263,17.21
129.0903,19.61
175.1186,25
211.1374,18.11
303.1796,31
381.1853,27.23
425.2098,18
429.1813,18
478.1964,36.11
509.2607,19.67
513.312,81
571.3102,18.11
600.3504,55
618.2808,24
622.3098,24
628.2601,21.82
660.3059,24.11
687.3758,189
715.2924,18.22
746.3653,19.72
750.3801,24
764.3477,19.61
765.356,30
767.4155,19.61
800.461,80.11
811.3721,19.61
849.4498,30.11
897.4442,24.11
914.501,87.24
916.3943,18
925.4493,24
959.4058,18.11
966.4863,24
978.4359,31.61
980.4177,18
1000.4749,25.72
1080.5615,18.22
1140.6042,84.39
1140.6079,49.11
1179.553,18.11
1197.6332,76
1294.676,87
1294.684,279
1322.6643,18
1365.7145,82
1403.7655,20.21
1518.7457,33.93
1535.8115,383
1617.8177,18
1905.8961,16.69
120.0801,37
136.0773,31
187.1084,12
219.1458,18
226.1212,17.81
227.1267,19
231.1211,12
233.0924,30
234.1237,14.81
245.0929,15
247.132,15.81
251.0998,58
256.1939,12.11
261.1431,17.86
262.135,35.05
270.1437,12
274.1869,15
279.0968,195
342.1273,80.05
344.1497,15.84
345.1826,18.81
350.1733,15
355.1468,12.81
359.1824,16.81
362.1547,18
376.1903,13.21
378.1654,152.1
392.1913,12.11
397.2046,12.05
409.21,34.97
413.2023,33.81
426.1749,27.48
428.2155,12.05
441.1953,34.11
444.2192,12.86
452.2127,12.84
453.2124,12.81
472.1837,15.86
477.2351,12.81
479.2264,14
480.2245,18
489.2009,15
497.2405,38.14
508.2816,10.03
510.2369,15.05
515.2617,18.05
517.259,20.06
525.2305,50.09
532.2593,12.05
538.2153,14
541.2643,15.81
547.2938,18.05
550.2537,12.86
552.2858,12.81
554.2438,18.81
560.2869,27.86
570.2498,15.06
572.2692,47
576.2722,32.86
580.2661,23
588.2529,22.15
604.2538,37
609.3465,12.86
614.2973,19.81
618.2924,14.05
622.2842,14
636.3113,18
638.2988,12.86
640.3016,15
660.3049,15
662.346,20
665.3126,15.86
671.3405,33.86
682.3036,16.16
701.3725,13.64
706.3102,16.1
714.355,12
717.3484,14
720.3686,15.05
723.3457,30.06
734.3569,12.81
751.3269,30
759.3986,16.91
767.3661,28.14
768.7,19.09
771.3449,18.16
776.3825,16.21
786.3616,46
799.3256,16.7
802.3596,15
813.3922,20.86
815.3779,12.86
817.3885,17.81
830.3997,11.81
833.4093,18
838.3877,17.14
840.3284,12.05
841.3961,9.477
851.3945,18.05
863.395,15
866.3617,30
879.3925,15.86
888.4669,19.61
893.4481,14.72
899.4619,12.05
901.428,21.16
902.4111,18.46
905.4617,12.11
915.3928,40.39
931.4949,15.05
936.4914,12.81
946.4925,18.81
961.4715,12
966.4646,15.81
981.5413,12.81
994.4352,12
1001.4865,15.06
1012.4604,489
1012.4659,32.94
1014.4687,16.16
1024.5635,12
1027.5009,12.05
1038.4409,12.05
1049.5651,12.81
1057.5088,15.81
1067.527,14.81
1073.48,12.81
1079.516,12
1083.5525,12.05
1121.4733,9.807
1141.5267,12.86
1149.5496,18.01
1159.536,173.8
1181.626,12.81
1187.545,12.81
1189.5198,12.05
1199.6514,12.81
1257.6687,13.16
1258.6245,57.86
1323.6571,9.807
1335.6549,13.91
1348.6427,9.807
1359.6534,9.054
1361.771,12.19
1373.6238,22.81
1424.6941,9
1469.7327,9
1471.6681,12.05
1515.6588,6
1536.7057,153
1559.9231,12
1592.6716,6.807
1698.5267,12.01
129.097,10
143.1158,14
201.1245,20
229.1169,123
240.1236,8.557
258.1207,18.54
269.1426,12.54
272.1506,12
280.1388,13.09
282.1299,15.08
283.1501,11.15
285.1385,10
286.1375,24.09
287.1368,9
297.1268,10.54
298.1255,8.538
300.1555,187
301.1667,10
309.1551,10.04
310.1776,50.14
311.1578,6.297
312.1532,12
313.1292,15
315.1345,18.04
341.1558,14
343.1665,16.54
351.1499,10
353.2141,39.63
354.1996,6.72
357.1784,16.54
360.1948,10.04
371.2305,44.07
381.2003,19.08
383.1999,12.54
399.2235,40
410.2181,10
412.2009,24
423.268,12
426.2073,16
428.234,18.57
442.1938,10.57
453.2022,16.63
456.2391,20
470.2193,14.04
485.1884,12
486.2156,18.61
507.2501,11.08
512.2468,12.04
515.2209,16.54
524.3004,29
527.2517,14.04
543.2604,14.04
568.2693,17.63
570.2862,10
582.3071,10.04
585.2025,10.04
594.2653,14.57
598.2827,15.08
608.277,11.51
611.2736,10
616.312,16.56
626.326,29.04
635.3139,27.54
638.3429,44.65
644.3243,20
647.3096,10
652.3026,11.3
656.2661,11.47
667.3203,10.54
673.3223,15.63
692.3399,16
696.3456,13.11
709.3923,53.07
717.3117,14.56
724.3445,10.54
728.3536,8.538
730.3276,8.538
731.3237,8.538
732.3264,10.58
737.3654,10.54
748.3079,14
752.35,10.57
757.3691,10.04
772.3559,10.57
779.3475,11.27
782.3929,12
784.467,10.04
816.3745,14
826.358,16
838.4285,40.74
842.3663,12.04
843.3929,7.529
860.4062,10
861.3953,13.29
894.4418,8.538
898.3883,10.04
925.4645,114
942.4848,12
962.4692,23.67
963.4767,6.047
969.4949,10
978.4124,10
988.427,10
1007.4203,31.45
1008.468,16.98
1018.5074,8.036
1026.5083,110
1041.4794,12.54
1045.4913,10.04
1059.4901,10.8
1077.5647,8.808
1095.5404,18.07
1113.5344,99
1114.5386,15.76
1134.5596,19.54
1152.5505,57
1170.5621,505
1240.5371,20.01
1241.6093,11.49
1251.5781,19.11
1258.5902,12.04
1269.6346,91.54
1340.6595,48.08
1340.6726,16.07
1405.674,7.076
1455.6887,15
1532.7423,14
1550.771,60
1568.7751,251
120.0781,19.05
157.1326,14
185.1284,21.02
200.1024,19
227.1439,14.27
240.1171,24.31
251.1144,16.31
254.1307,19.04
256.1333,13
268.161,12.28
270.1274,15.57
271.1389,24
272.1479,13.27
284.1609,13
288.2033,19.85
296.1616,13
298.1745,16.27
313.1854,79.28
317.2202,61.27
325.178,16
343.1959,21
371.1966,19
372.1547,19.64
381.2195,20.09
384.2246,81.27
396.1902,16.55
409.2168,15.65
412.2115,22.57
424.2228,22.82
426.215,22.83
428.2179,18.37
430.3016,29
441.2222,28.28
452.2734,16
457.2403,16.27
468.2101,19
469.2842,19
470.2676,17.3
480.2607,19.31
485.2362,16.04
497.3098,40.02
501.337,46
524.2622,16.3
531.2764,15.31
538.2723,15
539.2479,32.29
542.2737,15
556.2577,26.04
569.3171,16.31
572.376,27
610.3156,28.57
612.3071,17.02
625.3613,22.29
629.3193,21.02
638.3192,15.32
640.3354,15
643.3206,14.57
645.3142,15.29
647.3148,17.64
652.3107,18.56
654.3232,23.56
659.3157,15.02
664.3259,16.42
669.342,21.39
681.3331,16.81
683.3527,18.55
684.8964,16.84
685.46,33.28
697.3344,17.4
710.356,14.27
712.3671,24.02
713.3572,10.08
724.3453,16.57
728.3643,16.04
730.3585,19.57
731.351,10.54
737.4039,26.05
740.3775,22.31
759.3599,16.66
766.4211,14.4
771.3646,22.09
777.378,40.56
782.4391,19.56
794.4163,17.3
795.3527,11.75
797.4078,21.56
800.4874,44
811.4253,22.38
822.3976,15.27
836.469,24.67
851.4211,16.29
854.429,17.31
857.4627,31.02
863.4109,14.66
868.4407,24.29
871.455,38.02
882.4345,21.32
885.4265,14.02
892.4449,22.57
910.5024,41.27
912.4827,15.16
928.5441,74.02
937.4355,12.82
938.4885,12.07
941.5016,16.57
946.4611,18.81
957.4648,16.55
959.4649,16.48
973.4589,17.56
974.4561,10.91
981.4967,23.55
983.5472,39
984.5462,16.68
1005.4587,18.57
1016.4813,13.91
1021.5384,24.57
1026.5153,18.56
1034.5344,18.4
1039.5782,51
1047.5237,23.56
1050.5464,15.91
1052.5514,29.31
1056.6011,179.8
1066.5391,19.83
1083.5685,20.02
1091.5612,15.27
1096.651,26.5
1100.5155,22.54
1109.5801,22.48
1123.6173,25
1125.5221,17.41
1128.5271,11.56
1134.6456,15
1140.5735,11.29
1151.6469,12.64
1169.6892,101
1179.6095,16.69
1186.5342,11.84
1187.5122,15.73
1195.5823,10.81
1223.7019,13.02
1225.6233,13.04
1231.6229,11.98
1236.6903,27.29
1240.712,78
1285.6497,11.04
1301.7021,7.018
1313.6312,8.269
1318.6455,6
1325.6323,8.269
1328.6338,6.341
1332.6118,6
1350.7716,21.93
1351.7523,14.27
1368.7554,13.65
1400.6882,14.32
1411.6882,6
1439.8329,8.297
1445.7245,14.83
1449.7671,7.287
1461.6796,4.544
1471.7587,5.279
1498.6384,3.538
1503.7255,4
1505.674,6.287
1535.8269,19.54
1540.7424,4.269
1547.7491,7.305
1549.72,2.869
1552.905,141
1585.6807,3.368
1648.7911,8.036
1713.7859,2
1718.7012,2
1725.891,2
1739.8213,2
1761.9053,2
1788.9298,15.58
1793.8853,20.09
1872.7722,15.27
1958.0228,42.85
2309.1353,12.56
2674.2273,5.637
120.0783,28
175.1178,27
185.0932,11.27
235.1054,114
245.1188,11.54
249.124,13
251.118,14.28
263.1009,55.02
271.1332,15.28
284.1011,12.02
289.1287,32.02
306.1584,22.57
314.1503,19.02
315.1707,12.02
330.1472,23.27
377.1418,71.5
378.1637,19.15
399.1466,18
411.1756,17
416.1401,20.02
429.1958,17
448.1781,43.02
453.2213,52
470.2086,19.02
487.2174,20.55
500.2081,25.29
510.193,14.04
515.2362,14.02
528.2242,18.07
535.2575,13.74
537.2609,18.91
546.1819,16
551.2631,17.92
554.271,80
565.3125,14.61
573.2083,14.27
606.2833,15.05
614.2852,14.04
617.2593,15.58
625.2533,20.59
627.2619,15.37
640.2925,16.66
644.2761,23.04
645.3024,10.1
660.2768,25.4
663.3293,17.57
673.311,16
678.2315,18.27
684.3406,14.29
701.3417,185.6
715.3443,13.56
724.3165,16.96
727.3748,13.33
732.3136,23.31
742.308,15
744.3568,21.02
745.3528,11.83
750.3899,15.56
756.3876,16.3
760.2791,36.83
762.367,14.21
766.3682,14.04
769.3533,12.6
771.3472,16.86
773.4501,15.56
777.3071,39.02
780.3645,10.87
782.3962,18.56
783.3878,9.692
788.4192,14.02
800.4116,207.3
816.4097,13.57
826.3903,19.82
831.4146,15.27
832.3948,9.887
840.4497,14.84
841.3847,11.69
845.3984,19.81
850.4166,15.83
857.4495,14.05
859.3488,19.32
860.3828,14.85
872.4136,18.86
876.3734,28.02
881.5137,19.39
895.4573,15.02
899.4811,122.3
903.4689,11.29
909.4346,12.54
914.4912,14.05
918.468,10.04
924.4144,11.31
932.4543,12.55
933.4742,8.397
936.4753,12.83
937.4736,7.913
942.4692,11.32
944.4793,11.09
946.4548,11.28
950.5055,10.84
970.4906,17.27
972.4882,8.49
975.4363,10.29
979.49,18.1
982.5006,10.4
985.5714,10.05
990.4528,15.34
996.5142,16.31
1004.4901,20.95
1005.4402,9.459
1014.5087,127
1023.4403,21.02
1025.4795,12.49
1032.5416,10.83
1038.46,14.04
1046.4825,10.83
1068.5681,14.91
1077.5352,10.29
1083.5439,12.3
1092.4751,10.65
1102.574,11.04
1106.4847,12.38
1111.5231,23.02
1129.5321,237
1139.5293,11.79
1140.5463,11.9
1159.5894,12.27
1182.5989,13.67
1190.6185,14.27
1200.5724,117
1206.678,11.57
1210.542,22.15
1278.5958,11.04
1297.6049,28.55
1304.4924,8.287
1307.7734,6.637
1309.5841,4.807
1314.613,81
1319.6646,5
1323.6071,5.269
1325.5852,14.82
1359.6689,5.018
1361.7036,8.602
1369.6753,5.036
1370.6708,4.647
1375.697,6.054
1402.6184,6.018
1422.7323,5
1450.726,7.305
1454.6635,8.269
1471.7103,11.05
1473.6512,5.795
1522.6714,3
1558.7391,21.28
1563.6578,3
1568.6678,3
1584.7194,3
1606.7189,4
1637.693,3.018
1676.8035,4
1677.8147,2.168
1707.5286,2.269
1715.8151,2
1731.7942,2
1742.8729,2
110.0715,19
133.0639,21.81
136.0719,15
155.0867,21.05
157.134,15
158.1188,15
173.1285,85
175.122,37
185.1228,28.93
186.1118,15
201.1215,53
227.1189,15.91
242.1433,16.61
246.1352,18.11
253.088,19.61
270.1436,15.11
287.1051,18.05
288.119,24.92
293.1258,18.05
296.1825,25
298.1031,15.81
299.1394,13.61
303.149,18.11
315.1688,24.84
338.1796,34
413.1486,28.67
427.1919,19.11
443.232,19.72
452.2404,55.16
488.2167,21
499.2734,22.94
548.2204,26.45
557.1708,34.54
599.308,69.67
645.314,30.22
696.3129,47.42
697.2992,25.82
703.4299,34.78
713.335,171.8
719.3511,24.05
729.3764,21.84
743.3619,22.67
746.3987,21.91
775.3969,21
784.4046,24.97
787.4334,22.81
829.4799,21.81
832.4383,54.44
846.4706,27.11
850.4034,95
850.4039,40
851.3896,22.49
860.4469,18.86
889.514,37.05
915.5206,9.054
927.4862,9
943.5599,9
945.5002,15
960.4591,33.11
962.5157,10.69
983.514,9
993.4675,21.16
1010.4179,52.16
1010.4285,58.81
1055.5439,57.05
1076.5045,9
1107.4034,9.054
1124.4069,12
1182.4674,110.1
1182.475,42.81
1221.6934,25.61
1280.4912,12
1297.4918,50.19
1297.5072,205
1307.464,6
1323.485,6
1384.6588,22.91
1410.5856,280.3
1461.6077,25.97
1479.6313,43.11
1497.6189,413
1591.8245,85.63
2146.1445,818
2169.9119,20.9
120.0793,19
136.0748,15
185.1621,108
211.1346,14.54
213.1588,47.23
215.1125,16
244.1539,15.16
245.104,16.04
255.1251,14.54
270.1783,55.2
302.1187,14.57
312.1855,33.56
320.1218,35.54
327.1813,28.07
343.1497,18.04
360.1038,32.61
371.2036,28.74
388.2254,81
389.2505,46.08
399.1514,21.08
417.2335,23.04
433.2055,27
482.2174,16.61
486.2458,21.85
501.3108,58.84
507.1672,14.74
528.2549,16.07
532.2621,20.59
539.2712,14
542.2578,14
564.1934,44.77
592.2942,14.04
602.3577,103.1
632.3114,23.11
644.3097,18.54
654.3181,14.54
657.3431,21.15
660.3271,16.54
661.2985,27.09
677.2885,24
679.2997,18
688.3493,13.77
715.4356,30
718.3853,15.15
737.366,15.83
743.3575,15.17
750.4168,15.34
757.3293,32.11
758.3505,12.75
768.4678,17.58
774.3555,27.08
776.3403,63
785.4058,26.54
795.4744,16.56
800.3831,18.11
802.4421,15.66
812.4968,602
830.4058,16.81
854.387,19.31
883.4551,16
886.4412,19.04
895.5008,16.54
927.5207,150
931.4268,14
947.4432,14.54
955.4814,22.68
956.5181,9.991
963.4327,14.04
986.4692,25.27
988.4543,20.04
1006.5037,19.65
1030.5466,14.81
1031.5051,10.63
1038.5658,32.61
1056.5564,135
1068.5317,14.57
1069.5067,11.59
1086.5364,24.15
1091.4292,22.07
1100.4819,16
1102.5308,8.736
1105.5348,8.538
1112.567,12.54
1127.5642,10.04
1132.5444,10.54
1140.5027,8.61
1154.5387,10
1171.5963,241
1181.5233,16.17
1182.5574,4.943
1185.5886,13.61
1200.6261,23
1237.5439,8.538
1242.6165,14
1243.5996,7.535
1257.6339,10.04
1271.5612,14.54
1274.6504,9.076
1314.6195,10.56
1316.5979,7.233
1318.6571,67
1345.6348,8
1357.7151,10.57
1359.632,8.036
1375.684,370
1414.6963,8.036
1473.6813,8.538
1488.7848,18.81
1498.7235,21.05
1498.7577,3.257
1577.6727,16.63
1587.8322,331
1607.8101,4
1618.7997,16.65
1639.6622,4
2082.1504,13.31
2232.0645,10.74
173.0996,47
183.1078,15
185.117,15.05
186.0887,25.81
187.1058,21.86
215.1191,15
226.1152,24
229.1125,12.81
241.1348,12.05
244.1411,15.05
258.1187,25.05
270.1449,12.81
272.1518,12.81
285.144,15.88
286.1705,41
287.1589,18.84
313.157,16
314.1624,15
315.1475,48.61
328.1548,15.81
329.1878,18.81
333.2114,44.86
339.1887,38
357.2195,30.05
383.2338,21
385.2001,30
394.2047,39
400.2445,16.1
402.2596,13.61
404.2125,15.84
410.2468,33.81
412.2337,15
413.2437,15
414.2101,18.11
426.1984,13.61
428.2415,56
431.1787,15
440.2263,18
444.2409,15
452.2371,24.11
464.2149,18.05
467.2334,27.81
469.2214,18.81
487.2177,16
496.3072,15
509.2745,18
513.3128,15.81
523.319,37
525.2177,12.81
527.2803,15
532.2398,15.84
534.2181,21.81
539.2968,15
540.311,12.84
541.3276,37.81
558.3234,355
559.3325,34
584.2831,18.86
587.3154,16.1
599.2738,13.16
608.3237,35.1
609.2907,10.51
623.3197,15
640.3447,18
657.3929,44
670.3914,30
697.3521,22.67
701.3431,15.81
703.3654,12
709.3936,12.81
727.3894,15
730.2728,15.01
732.3503,15
742.4066,16.91
744.4156,15.89
756.4658,48.11
759.3942,15.81
763.2859,12.86
771.3575,15.05
784.3801,12.05
788.3758,15
789.394,18.81
794.374,12.86
797.3736,10.33
805.6882,12.11
825.436,15.86
841.4216,18.05
846.4413,15
853.4229,12.05
855.447,40
867.4955,12
882.4398,15.81
884.4974,45
893.4368,15
914.4454,15.05
922.5006,12
924.5237,15.81
927.4341,13.61
936.511,12
941.5429,150
951.4664,17.21
954.5222,34
971.4287,15.05
980.4564,15
1028.5017,18
1035.5597,21.05
1053.5873,62.05
1070.5776,110.8
1091.5569,21.05
1124.5229,15
1135.5613,21
1165.6359,15
1183.6844,77.81
1195.676,13.16
1254.708,53.18
1325.7388,56.06
1366.6603,9
1413.6705,13.16
1438.8127,9
1446.8171,9
1564.6779,6
1571.8014,12.06
1572.7689,6
1591.8197,13.16
1673.8232,16.91
1832.8691,12.16
120.0787,14.86
173.097,27.05
226.125,38.05
244.1256,27.05
256.1622,31
265.112,12.81
269.1519,14
272.1512,15
277.1491,12.34
286.1762,33.81
295.1326,21
297.144,20
298.1283,12.81
300.1383,16
313.1584,25.81
315.1703,38
341.2038,20.11
357.2112,41.05
385.1838,23.9
394.2098,23
410.2343,28
428.2475,65
452.2406,21.86
471.2393,21.61
513.3027,15.86
523.2919,23
528.2587,19.61
532.2737,16.67
534.2706,17.72
541.3322,25.84
553.2706,15.91
557.3012,24
558.3251,304.1
566.2934,19.91
594.331,18.86
611.2882,15
649.3228,17.81
652.3641,20
655.3373,17.05
657.39,64.81
667.3525,15.81
670.3546,38.82
675.345,34.81
682.3193,18.06
698.3126,15.81
709.3845,26
713.3698,13.94
716.3654,20.72
727.3817,24.91
746.3792,33.84
748.297,20.48
753.367,13.58
756.4539,41.06
767.3881,15.11
782.3644,16.72
793.3788,21.86
807.3376,12.91
810.4147,12.81
816.4075,15
819.4036,14.81
827.457,15.81
835.4321,15
841.4127,20.81
853.3267,12.84
855.4347,15.81
861.4085,18
863.4641,12.84
870.4874,29.9
890.3994,12.86
908.5153,12.81
910.4935,16
921.4259,13.1
926.5233,13.61
927.532,123
940.5168,67.61
961.4358,22.67
962.4556,14.99
993.4828,12.81
995.5089,17.86
1021.5629,20
1023.5409,14.81
1027.4991,15.05
1032.5089,12.86
1035.515,15.11
1038.5684,22
1039.5696,107
1056.5625,128
1061.542,15.11
1077.5448,12.84
1082.5336,18.86
1122.5668,12.05
1141.603,12
1169.6527,100.1
1208.582,12
1222.6549,12
1225.5819,12.81
1227.667,12
1232.592,12.89
1240.6873,64.92
1252.614,15.61
1253.566,15.11
1264.6495,18
1294.725,14.06
1299.6262,11.9
1311.717,52.05
1312.744,14.14
1366.4198,9.807
1396.6396,9.807
1468.8539,12.86
1504.7827,15.16
1508.7194,6
1520.6836,6
1543.7449,6
1596.7924,154.9
1651.7651,6.807
2117.9639,16.26
2857.3354,12.91
120.0798,16
169.0937,10.27
171.0915,12
175.1181,27.27
183.1141,16
185.1146,15.02
187.1035,11
197.1174,10.31
200.1388,12
201.1085,14.27
219.1324,11.29
228.1315,14.59
229.1178,30
230.075,34.56
242.1391,13.58
245.1196,14.27
247.1434,13
253.1433,13.02
256.1247,14
258.1314,10.3
268.135,10.28
270.1437,12.02
280.1335,11.3
284.1236,22.29
315.1625,22
327.19,26
328.1743,19.27
343.1581,180
361.2178,21.27
371.1609,29.28
393.2115,19.04
397.2044,44.27
399.1848,22
411.2189,25
415.2181,21.02
425.205,30.28
428.2477,63.18
432.2514,96
439.2163,23
442.2267,62.27
456.2449,78.57
500.2563,16.29
510.2876,36.27
511.2607,11.19
527.3138,33.42
528.2749,14.2
530.2625,16.84
538.2819,23.29
545.2917,17.54
555.3121,54
558.2911,20.61
560.2872,15.82
569.2626,16.04
572.2733,23.58
582.2965,16.82
589.2936,22.54
599.3002,21.57
603.2913,22
609.2798,15.54
615.3157,21.04
627.2986,31.32
633.3137,16.73
643.2969,16.02
644.3345,125
655.3369,17.04
657.3378,26.57
669.347,15.55
672.3082,15.96
674.3482,16.92
685.3377,28.93
686.3332,13.63
690.3435,15.57
698.3356,13.64
701.355,25
702.3655,29
711.3379,12.31
714.3419,20.02
716.3614,13.54
718.3636,19.92
725.3622,13
728.3761,18.27
735.3837,13
745.3837,201
748.3585,13.91
750.3398,12.66
756.3912,39.65
771.3859,17.82
773.4158,32.28
778.4078,17.04
780.4353,13.32
787.4244,12.56
789.3881,14.64
791.3947,14.29
793.335,13.27
798.4274,15.07
807.3766,12.55
810.3857,15.33
814.4158,21.07
823.4351,15
828.4155,14.04
834.4033,15.3
840.4358,20.81
856.4558,14.33
858.4644,162
869.4796,24.28
875.4422,12.56
886.4971,40.05
892.4493,14.3
894.405,14.65
896.4687,15.31
898.4413,13.37
904.4289,14.35
913.4762,15.05
916.4308,13.27
929.5027,202
934.4459,16.19
943.4841,14.82
945.4501,15.05
952.4791,17.08
959.4753,16.58
969.4891,20
971.4992,18.29
984.5506,14.02
987.5464,38.29
994.5136,15.66
1005.4777,16.34
1011.5114,13.3
1014.4961,20.32
1019.5045,19.2
1027.4769,13.32
1032.5369,31
1041.5027,14.64
1056.5386,13.27
1059.5612,18
1073.5392,18.27
1076.5713,606
1086.5647,15.04
1088.5052,15.33
1090.5282,14.02
1092.5244,13.13
1097.4502,13.31
1104.5299,15.34
1113.5382,11.92
1115.5425,11
1117.5543,16.29
1122.5149,16.02
1127.5303,18.3
1131.608,28.57
1132.6108,21.13
1149.515,11.92
1161.5531,11.46
1162.5809,10.33
1168.5938,20.56
1175.6404,189
1183.5734,11.83
1191.5409,13.4
1193.5736,10.96
1209.601,13.56
1213.5848,12.11
1220.6171,17.02
1226.6919,24.55
1244.6893,9.985
1251.6069,11.29
1271.6572,12.54
1288.7084,31.54
1317.6034,10.57
1320.6356,6.736
1324.6897,10.09
1326.6466,6.922
1339.707,8.386
1345.6997,7.538
1371.6833,9.816
1382.6605,8.287
1402.7655,14.29
1408.6591,7.302
1414.5732,7.673
1416.702,11.91
1499.7841,5.269
1505.7098,4
1506.7078,12.36
1508.7368,4
1514.7708,7
1517.7729,6.018
1528.7689,7
1549.7198,15.04
1574.8091,4
1586.7717,7.386
1611.7582,15.61
1630.8746,102
1710.7521,3
1722.6948,2.018
1751.7073,2.018
1779.8724,2
2047.9612,16.94
171.1014,10.27
228.155,8.548
230.1071,7.287
232.1395,22.02
235.1066,15.56
240.1357,16.28
242.1485,25.34
245.1326,10.02
292.1506,8.078
295.1261,19.02
313.1836,34.04
323.1862,11.02
327.161,11.27
340.1925,9
341.1942,22.08
346.1471,11.39
355.2293,11.34
361.185,25.27
363.1639,15
366.145,34.29
367.1565,5.61
424.2491,9.076
425.9863,14
434.2231,9.018
444.2285,15.29
448.2545,9.018
474.2666,34.04
475.2581,5.625
476.2493,15.85
477.2222,18
479.2242,23
480.2534,38.39
494.2067,22.82
502.2419,9.287
504.2376,13.82
511.2841,11.02
519.2661,9
522.2619,26.56
524.7731,16.02
531.2886,9
534.2917,19.37
539.9698,32
540.7775,11.27
554.2886,10.07
557.3167,9
563.2966,17
571.316,45.02
571.3161,426
579.2933,17
580.3063,8.494
589.324,13
590.2787,15.02
592.3122,21.39
607.2887,66.05
624.3239,9.072
642.3565,48.29
692.3707,17
703.3715,10
705.3852,6
709.3438,5.036
714.3817,7.297
718.3772,5.269
