"mz","Intensity"
389.1964,15.63
390.184,27
396.1882,22
397.1617,16.08
414.1628,36
426.2098,18.57
441.2202,16.54
446.2565,22.57
457.241,17.08
459.2176,14.77
460.2161,15.27
501.3104,21.54
502.3051,24.54
513.236,28.57
531.249,38.04
533.2442,12.57
539.2365,16.07
541.2914,16.65
575.3621,13.08
589.6227,43
589.9509,26
593.3392,17.07
641.3086,16.04
644.3365,15.47
648.379,153
657.2937,20.07
661.3608,18
674.3237,30
675.3129,86.65
678.3151,21.04
695.3195,25.15
704.2678,17.15
708.3949,14.61
709.3755,7.75
713.3819,10
723.3714,10.07
732.4127,13.08
740.4075,10
743.3406,10.57
747.4468,87.54
750.3635,12
753.3707,16.04
755.3436,10.04
757.4307,14.07
762.3563,11.27
788.4238,9.274
789.4,15.08
794.3495,10.04
802.4144,16.61
807.454,10.07
820.3521,13.33
831.4677,17.11
848.4988,76.54
860.4263,10
873.4418,12
874.4039,9.4
878.4575,12.57
888.4645,10.54
894.4746,12.54
895.4435,7.637
899.5045,39
901.4701,52.56
902.4725,20.72
908.454,13.1
915.4415,10.54
918.4717,15.65
923.4304,12
935.5283,192
938.4682,12
952.4717,39.54
958.4904,10.57
964.4734,12.74
966.4701,14.04
978.5236,8.538
995.4672,12
1004.4954,11.31
1013.5201,10
1032.4872,9.076
1046.5634,12.54
1065.5475,14.58
1074.5243,10.57
1102.601,4
1104.4943,3.453
1124.5365,18
1127.626,4
1132.5204,4
1141.6127,34.54
1142.6198,24.01
1146.6239,4.538
1160.5804,4
1160.5966,35.62
1166.5964,4.036
1178.6125,243
1184.5465,8
1188.585,4
1227.656,4
1279.7343,4
1322.7102,6
1356.5677,4
1401.7384,10.04
1502.7191,16.81
1503.6173,8.54
1539.7406,12.54
1553.7292,13.27
1628.7556,10.81
1635.8003,16.07
120.0812,25
136.0761,17
229.1143,28.51
230.1163,17
235.102,21
263.0999,30
264.114,20
288.1653,21.15
293.1407,26
329.1706,22.08
330.1467,22.08
333.1905,16
363.1693,16.07
376.1877,43
377.1967,33
400.202,17.08
409.2266,17.11
443.7212,17
458.2383,16
475.255,21
488.2688,16
510.2732,26.08
514.2153,16
527.244,20
532.2733,24
547.2994,17.15
556.2532,22.08
569.2985,16
581.3152,26.24
587.2802,21.14
613.243,21
614.3123,20.07
624.282,23.42
638.3506,16
654.3363,32.07
655.3412,10.78
665.3203,24.15
677.3579,113
678.3558,180.1
695.3161,21.08
704.3638,17.15
709.3798,17.08
734.3243,18.24
749.4096,24.07
759.416,18.62
761.2648,16.07
777.4242,51
789.4273,16.07
791.364,17
808.4256,34.11
810.3736,16.07
825.4028,20.07
868.5259,21
886.4113,25
889.4996,17.16
890.5161,46
956.4206,47
973.4738,41
1028.4655,12.07
1053.5306,22.18
1061.5187,16
1086.5356,12
1134.5107,33.69
1152.5742,200
1158.5886,9.076
129.0921,16
143.1167,28
147.1133,14
171.1186,20
214.1326,15.08
230.1145,31.62
237.114,10
243.1504,9.076
244.0938,14.54
247.1273,10
260.1989,10
265.1157,8.538
272.1533,26.04
284.087,25.54
302.1184,10
303.1758,21.54
317.1548,9.076
324.1688,9.076
329.1863,12.07
341.1488,10.81
343.183,22.11
351.1669,14.54
356.1867,20.04
369.1778,15
370.1991,27
371.2054,16.07
373.2188,19.54
374.1904,14
380.16,10.04
381.1491,15.65
382.195,14
387.1774,17.62
388.2553,14
389.2147,10.57
397.1754,15.04
398.195,12.57
400.2133,12.57
402.2489,12
415.1936,18.61
436.2301,9
437.1593,10.04
452.261,10.59
454.2479,12.57
471.2397,24.04
487.2296,13.08
500.2492,19.04
503.2814,55.07
528.2482,20
557.2536,15.27
588.3106,19.56
593.6157,17.56
594.0499,17
601.2682,16.04
602.3546,30
618.3014,14.54
630.3647,16
633.2792,16.04
659.3453,65
682.3098,16
701.3815,19.1
716.3866,73.74
725.3901,8.557
742.3247,13.31
751.3339,8
759.3795,10
770.4157,10
772.4315,37
787.4296,137
788.4272,19
798.4006,18
801.3748,16.56
805.3814,10.57
815.4425,25
837.4208,8.036
854.4204,8
865.3856,10
870.4467,11.3
879.3625,10.04
885.5153,10
897.4651,8.345
898.4621,33.07
913.3828,16.04
915.4913,78.54
919.4847,10.54
937.4923,12.61
963.4857,10
988.465,8
999.5046,12
1016.5276,46
1016.5326,60.44
1017.5211,12
1040.535,17.1
1087.5594,8.538
1108.4828,4
1126.4983,4
1151.5232,17.85
1168.6151,49.56
1176.5236,4
1186.6359,301.5
1264.5779,4.036
1513.6892,10.04
1553.8124,15.85
1610.8674,8.037
115.0865,16
143.0819,17
175.1108,21.07
227.1284,22.08
244.1466,17.08
249.1348,20
272.1258,82
314.1777,17
357.1961,29
373.1901,16
377.2079,13.54
385.2048,69
402.2256,16.07
453.2627,20
458.2037,17.15
469.2849,16
470.2514,27.16
475.2298,26
485.2461,17.11
498.2941,68.07
507.218,16.07
514.2088,16
529.2416,16.07
546.2666,137
557.2874,17.08
572.2645,17.08
578.3441,16
578.6163,29.5
611.3901,23.42
642.3176,29.07
653.2765,25.23
659.347,249
660.3549,21.15
679.3405,16
682.4082,25.08
689.351,17
694.3422,21
705.3347,21.78
719.3438,24.07
721.3467,17
726.3755,13.08
731.3747,14.94
772.4241,198.2
781.3876,13.47
796.3748,13.15
815.3898,21
821.4326,13.08
859.4366,16
885.5206,99
886.4891,17.08
910.4736,20
912.4713,6.191
941.3644,8
943.5754,17.07
952.4085,8.072
956.4583,25.08
968.4914,16
970.5012,8
980.5125,8
983.5012,8.072
985.51,9.076
1014.5562,34
1063.5803,13
1137.6344,17.07
1156.6123,274
1387.7355,29.47
1716.8588,22.62
120.0809,41
143.092,15.11
157.1045,15
169.1116,19.67
199.095,12
229.1187,15.81
230.0989,15
233.1439,18
244.1564,18.11
249.1384,12
256.1405,12.81
258.1387,21.05
261.1431,15.05
268.1553,12.81
275.1373,13.61
286.1393,18
290.1454,32
320.131,12
329.1823,15.81
339.1814,21.91
345.1404,15.81
347.2012,15.84
356.1752,13.67
358.1715,18.84
391.198,12
398.2048,18.11
403.2237,16.63
414.1813,13.61
423.1631,12.81
431.2265,16.67
442.237,12.05
445.2538,15.81
457.2258,18
459.2844,12.86
472.2921,18
476.2406,19.67
480.2444,12.81
487.2383,15.05
488.2788,15.81
489.2782,15.86
502.2827,25.84
516.2029,15
517.2324,18.81
518.2639,19.67
557.2537,15
566.2467,15.86
574.3004,18.05
580.6476,17.88
580.9801,18.02
583.2737,18.81
590.3074,15
628.3865,20.45
657.3661,54
660.3212,15.05
671.3395,27.05
681.3817,15
704.3481,10.91
708.3975,21.05
709.3716,10.84
719.3685,15.05
735.3154,12.81
755.3204,12.81
758.4075,142.8
761.4088,12.05
784.3958,31.11
792.4109,15.86
804.439,18.05
814.3911,12.86
828.4648,21.81
829.4363,7.97
840.3898,12
842.4416,15.05
853.5311,12.06
855.4133,15.11
871.4203,12.05
871.4937,50
884.4647,12
885.3712,12
886.3705,9.365
891.4904,24.92
893.4283,10.01
894.466,9.341
902.4287,15.05
920.4406,12
924.4756,21.05
925.4968,7.848
933.4899,12.05
934.4966,21.81
937.2911,13.61
948.5308,12
976.4694,16.61
983.4148,12.05
990.4919,18.86
1014.5178,16.72
1018.5637,12
1018.5786,16.16
1024.4131,21.81
1089.5823,30.44
1142.5841,58.1
1155.4915,6
1160.5988,234.1
1186.5042,6
1187.6514,6
1405.7224,13.1
1423.6313,12.05
1525.6821,10.97
1550.8243,12.81
1738.9268,78.84
120.0828,18
144.0822,21
171.1036,24.05
175.1243,15.81
185.0921,12.81
215.1123,18.81
230.15,15
235.1127,12.81
243.1189,15
251.1042,12.05
268.1382,13.61
284.1108,16.61
290.1085,15.05
307.2031,12.81
311.1516,12.05
329.1732,18
339.1764,12.11
341.1092,13.61
381.1896,12
393.1845,12
403.1857,13.61
410.1852,15.81
430.2122,15.06
433.2019,12.05
443.2191,12
468.1999,18.81
476.2278,12
489.2525,10.91
515.2305,18.11
517.2303,18.05
519.254,12.81
541.249,18.81
559.263,15
577.2831,15.91
582.3097,15
582.5902,18
582.9663,25.61
586.3026,12.81
607.3072,24.81
620.3254,15.11
627.3532,13.61
630.3673,15.81
643.3128,15.05
645.3144,16.61
650.2862,24
667.274,15
681.3733,15.86
689.3367,15.86
692.3189,15
696.3344,13.61
698.3373,15.05
701.3597,12.81
703.3796,21.86
705.3538,14.13
707.3338,15
719.3549,12
722.3435,16.91
743.3579,15.81
749.3214,13.61
756.3391,15
765.3803,12
767.394,31.61
775.3713,12
781.4513,12.81
791.4101,15.05
809.3615,12.05
817.4078,18.05
823.3397,12.81
852.3849,24.81
863.4195,13.1
866.465,15.91
874.4933,13.61
875.4595,13.66
895.4368,18.81
915.381,15.05
937.4877,15
938.4719,24.11
949.3886,12
951.4752,33.86
952.4705,10.51
977.5535,9.807
981.4658,12.81
991.4146,10.91
1004.4943,15
1011.3666,17.72
1016.4594,12.11
1051.5345,12
1068.5178,9.054
1099.5527,16.99
1121.4752,6
1125.5925,9
1146.5829,36.22
1164.5839,250
1174.6129,6
1237.641,6
1273.5502,6.807
1290.567,6.054
1293.5587,6
1407.6782,11.62
1524.8489,11.21
1531.7603,12
1710.7787,13.1
136.0758,22
147.1122,16
157.1025,15.11
175.1148,21
187.1086,18
201.1291,25
213.16,15.05
233.164,15
240.1423,15.81
255.1606,12.81
257.1509,18
258.136,28.86
282.1836,103.8
284.1379,13.1
300.175,42
326.1719,30.84
343.1903,21.05
353.2033,15
356.1812,18.86
357.219,18.81
374.228,24
375.1898,21.81
385.2343,18.11
413.1601,17.21
413.2705,48.72
420.2214,15
450.2303,15.81
453.2251,21
454.2269,15
456.2874,18
466.3037,18
471.219,16.63
473.2299,18.97
475.2745,19.64
496.229,16.16
497.2332,15
508.2421,21
512.2543,29.42
530.2433,18.11
554.2701,18.81
556.2789,33.05
559.27,18.84
580.2851,25.73
582.2605,34.67
585.3116,19.1
593.9786,19.67
599.355,28.1
599.6427,27
599.9776,59
600.332,141.1
601.3416,27
614.3498,34.81
625.3217,18
637.3278,18.92
653.368,16.14
660.3293,22.61
682.3416,18
706.3465,15
712.3337,19.67
715.3552,82.81
729.3953,15
742.4263,15.84
743.3837,18
753.3699,16.1
757.3672,15.05
768.365,15
770.3317,18.81
786.3994,253
787.4133,24.84
793.3803,19.14
795.4063,15
813.4048,15.81
817.3518,15
830.4313,38
833.3997,18.86
838.4402,25.61
840.426,21.81
842.4554,19.94
843.4173,12.04
847.4672,15.11
850.4428,19.61
865.3763,16.91
885.4243,27
899.4866,82
900.457,18.05
905.4694,21
914.4233,15
925.4946,19.67
928.5145,12.11
935.4518,15
937.4769,16.1
938.4298,42.81
939.4512,12.03
959.4705,18
970.5089,12.05
971.5071,9.892
972.4784,9.915
985.5121,12
986.5358,35.63
998.54,44
998.5508,28.92
1024.542,18
1052.5758,15
1053.4924,12.81
1085.5776,52.86
1148.5474,6
1151.552,17.21
1165.6749,6
1180.6219,28.1
1198.6588,492
1341.6201,23.02
1451.7491,15.81
1495.788,18
1519.7776,18.11
1555.7947,20.26
1596.7838,16.1
1690.8361,28.61
1829.8109,10.38
129.1015,15
143.1183,34.81
171.113,54
173.1275,39
201.1286,38
203.1038,19
227.1369,21
254.1493,73
255.1461,72.84
258.1302,12.05
272.17,126
282.1477,12.81
299.1288,21.81
311.187,19.61
316.1353,12.81
325.205,29.04
329.1781,12.81
343.1755,21.05
353.2101,35.64
368.2119,22.67
371.2115,27.81
373.1968,12.81
385.254,18
430.2173,21
452.2242,15
454.2615,24
460.2772,18
461.909,24
469.2564,19.1
472.2762,56
493.244,14.72
496.1891,12.05
499.2763,12.81
513.2857,31.7
515.2223,15.05
539.2289,15
541.2946,32.7
543.3246,155
547.2236,15
559.3313,15
566.2729,15.84
569.3096,21.86
576.3166,12.06
584.313,15
586.3251,18
586.605,13.63
587.267,73.81
587.3511,40
594.3003,18
612.3531,29
614.3678,102
630.3514,24
660.3555,15
682.3528,13.91
683.3682,21.05
693.3503,15
701.397,172
702.3994,21.05
731.4093,25.64
758.421,18
760.4055,12.81
761.4221,19.61
767.3174,12.86
778.3796,15.11
784.424,25.06
788.4105,25.11
799.8949,13.1
802.4403,504
803.445,47
815.3682,12
827.4181,21
828.4809,21
830.4449,24.11
849.3387,15.81
865.4736,16
883.4897,33
885.5118,21.05
901.5074,134.7
902.5096,12
910.4984,15.05
911.4646,6.266
942.53,94.88
945.5289,9.054
971.5721,16.1
984.5131,15
1002.5502,151
1002.5513,28.67
1003.5693,15.81
1054.5068,9.108
1073.5266,12
1114.5775,6
1154.6415,64.97
1367.649,8.041
101.0938,12.54
110.0677,10
120.0799,14
129.1015,67.07
130.0823,20.58
136.0706,21.04
147.1096,24
158.0847,10
159.0994,25
175.1163,14
181.0934,14.57
183.1427,18.54
187.0876,10
201.1136,14
204.1326,10
213.113,10.57
215.1277,19.09
225.1288,10
228.1538,14
242.147,10.07
248.1171,14
252.075,15
260.1997,30.13
263.1003,10.07
270.1534,14.04
274.1362,10.04
283.157,10
284.1303,30.57
292.1235,13
302.1095,35.07
313.1689,22
322.1542,14.54
334.1232,14.54
370.2136,20.04
371.2246,44.04
372.2119,10.14
388.2466,25.11
401.1571,16.59
413.1487,21.04
426.2163,14.04
431.1553,31
443.2065,14
455.207,18.57
466.2193,14.04
472.2369,29.27
476.22,16.54
478.2065,16.27
497.2468,12
497.2491,16.15
507.2635,14
541.2263,14.54
544.239,14.61
551.314,34
557.2308,15.27
564.2692,16.04
576.2614,16.57
587.2432,17.11
589.2953,14.54
594.23,22.07
595.7821,34.61
596.3069,51.07
604.2824,18.54
605.3198,128
624.3074,18
650.3616,14.04
658.3212,26
668.3313,14.54
680.2925,14.54
698.313,10.57
700.3219,10.54
706.3486,20
708.3523,18.58
710.3687,10.54
722.2981,10
723.3467,21.63
724.282,6.557
737.395,79
753.3651,13.08
760.4057,10.74
768.3807,12.54
776.3858,12.04
778.3785,11.81
780.3719,18
786.3594,10
788.3229,12.57
793.4054,25.07
800.3855,11.83
803.3689,24.54
818.3983,22.61
821.3792,32
824.4417,26.31
831.3871,17.61
834.4169,18
838.3909,12
846.4104,12.54
847.391,7.255
852.4229,41
865.4174,13.08
882.4288,10
889.3774,14.57
891.4054,10.04
895.4663,11.11
901.4078,8.036
906.4233,14
920.3957,14.54
926.5328,8.037
932.4426,10
935.4601,12.57
944.4117,14.07
949.4396,42.54
952.4667,18
954.4708,8.036
963.473,16.54
967.4795,8.036
973.4538,8.538
981.4651,121
982.456,22.59
990.4597,8.574
1005.4814,16.54
1034.5508,12
1062.5267,21.58
1080.5339,98
1081.5499,15.29
1107.5865,4
1128.5645,4
1135.5518,4
1159.4995,4
1171.5112,16
1190.5996,4
1195.5608,4.036
1205.6298,14.84
1215.5409,13.85
1233.6285,14.76
1269.6152,4
1303.6046,4.538
1352.5283,4
1486.6533,9.274
1488.9404,4
1495.5593,10.07
1791.9446,16.73
1812.829,10.74
1911.9161,8.037
120.0797,23
159.0962,14.07
175.1143,14.07
199.1457,21.63
242.1257,14
249.1219,59.56
277.118,158
298.1422,17.61
329.1917,15.08
341.1819,16.69
347.2035,21
390.2022,103.6
399.1629,18.9
403.1893,29.58
462.2322,47
472.2343,22.54
475.2855,28.08
503.2831,43.11
516.2266,17.33
527.2789,24.65
559.2542,19.08
577.2546,24.07
580.298,12.57
588.3214,18
588.6169,26
613.3046,14
655.3243,14.07
664.2589,14.54
668.3291,17.15
673.3365,18.54
674.3108,315.5
674.3238,10.47
690.3625,22.07
706.3583,10.04
709.3386,11.57
713.3826,10.54
715.3909,10
719.3932,16.77
723.3254,10.59
724.3798,13.29
726.4099,17.1
731.3912,16.54
733.38,18.16
735.3747,23.81
736.3795,6.7
740.3636,9.45
741.3879,7.598
743.3634,12.57
744.4026,10.15
750.3397,10.04
752.3546,12
770.3711,10
776.369,12.59
778.3776,14.77
787.3984,107.6
803.4374,16
819.3817,12.04
820.3568,8.084
822.4188,15.11
827.4439,14.07
849.415,13.47
851.3775,10
857.4063,10.07
864.4498,12
872.4967,10.04
900.4822,130
903.4604,10.54
907.419,8
909.4814,12.04
912.5131,10.57
933.4505,8.574
946.5173,8
949.4813,12
950.4872,9.21
973.5088,10.57
975.5649,14.56
981.4631,10.59
986.4849,8.036
1007.5369,18.15
1008.5204,4.54
1011.5056,8
1029.5023,18
1064.558,10
1094.5155,10
1111.632,4
1122.5054,4
1128.5164,4
1130.5552,3.44
1136.5985,4.538
1154.6373,4
1158.6139,35.15
1176.6005,205
1178.4794,4
1191.5142,4
1192.6052,4
1208.5314,6.036
1292.5542,4
1316.5748,4
1320.6527,4
1341.6328,4
1377.694,18.61
1459.7366,11.27
1478.7374,11.31
1745.886,28.61
120.0803,12
130.0642,60.04
143.1077,12.54
158.1086,8.574
159.0817,16.04
170.0579,19
171.1097,10
201.1289,10
213.1206,10
221.0983,8.538
223.0992,8.557
226.1144,8.538
228.1304,10.59
240.1299,10.54
243.1172,10.54
258.1472,10
271.1391,10
284.1748,13.15
287.0935,17.04
299.1407,10
310.2277,8
329.1636,22.54
340.2043,12.56
341.2175,8
343.223,10.59
364.1715,8.574
368.1786,10.04
386.1884,8
388.2011,8
397.1425,10.57
410.1241,8.574
411.2115,12.54
431.1727,10.54
456.184,8.574
468.1597,8.036
490.171,8.036
496.1827,10
538.2941,16.34
543.3014,15.08
568.301,15.1
576.2419,22.56
594.2822,39.57
595.1898,16
611.6411,22
611.8056,13.02
642.2853,19.15
658.1908,24
667.2419,14
685.2874,15.08
696.3079,14.04
700.305,14.61
702.2942,18.07
719.3232,13.27
726.3351,16.07
745.2922,14.65
746.2317,10
754.3384,11.1
756.3964,12.04
757.3604,16.54
760.3516,10.54
767.3303,16.04
774.4203,16.57
776.3242,26
780.8895,12.57
788.3813,10.04
795.3911,8
797.3569,12.57
826.4023,11.13
835.2781,11.11
844.363,11.49
857.4243,8.808
859.3707,10.56
861.3839,25.87
863.3705,9.005
866.3691,8
873.384,10.54
874.4332,12.21
895.4578,10.54
916.5033,8
923.3951,14.35
928.4613,10.07
937.46,11.81
959.4888,66.04
960.4832,32.09
963.4216,8.808
977.3269,8
978.4171,8
981.332,12.04
999.574,8.036
1044.5667,29.54
1056.4182,8.538
1080.4078,8.574
1097.4384,8
1097.4999,24.65
1098.4742,12.18
1184.5944,6
1210.4629,8.036
1220.5099,6.036
1221.6621,25.09
1305.5387,9.274
1314.6628,4
1340.5084,4
1355.6025,4
1419.6824,4
1452.5592,12.77
1458.6233,10.54
1463.6481,14
1466.7595,4
1470.6053,16.77
1614.7188,11.31
1661.6604,11.47
1675.665,18.55
1720.7745,31.77
1745.7881,28.58
1815.9836,14.22
2011.1643,8.736
103.0393,43
133.0818,30.75
136.0686,16.11
147.0689,15.08
169.105,12.07
175.1172,12.56
183.1286,16.62
185.13,12
191.0865,12
207.1145,10
213.1294,10.07
221.1313,14
226.1304,23.69
228.1213,22.57
235.1209,16
244.1264,10.04
245.112,10.54
246.1519,22
249.1431,11.47
251.1336,10
277.1323,10
279.1444,10
282.0796,10
283.1564,10
288.1321,10.54
295.1787,11.08
309.18,16.56
316.11,10.57
327.1541,15.08
328.1453,10.04
341.2103,12.04
355.1705,10
367.2108,10.11
375.1773,10.54
383.2034,10.57
384.2192,16
410.1938,20.57
441.1813,11.47
452.2628,12.07
458.2428,18.74
459.2606,14.58
476.2061,10
484.205,13.61
496.2241,12.56
508.2704,13.11
510.2119,16.57
591.3324,13.08
593.2919,14.07
604.3949,18.54
605.3378,155
620.3402,14.04
621.9853,14.54
622.8433,34
624.3104,16.77
627.3675,11.11
640.3425,13.61
670.3866,26.57
687.36,14
703.3679,13.08
705.3915,15.08
731.4131,17.15
738.3623,17.1
741.4222,35.76
758.3834,17.11
772.4087,14.54
790.3984,12.57
793.3546,14.74
817.3605,10.74
819.3736,13.29
824.3957,14.61
836.3969,20.04
837.4213,8.717
858.4731,22.54
865.4317,16.65
866.4862,10.38
869.4834,60.04
884.4524,14.04
895.3695,16.54
898.4694,8
904.4757,18.07
913.48,13.35
917.4977,10.57
923.4525,12.57
931.4628,12
937.4943,10.04
941.478,10.07
953.4799,8.538
955.4263,12
960.4893,8
974.492,8
977.5165,10.57
979.4719,10.57
982.5593,8
983.4642,20.07
1010.5618,12.04
1017.559,36.04
1059.5181,8
1091.5181,8.001
1104.5422,6
1112.5903,6.538
1148.5303,4
1168.5315,6.538
1199.4528,13.88
1220.6102,4.538
1226.6041,20.06
1241.6068,4
1257.5792,13.31
1462.7096,10.07
1648.9336,18.81
110.0729,27.86
112.0772,20
120.0807,37
129.1019,27
130.0835,40.05
136.0754,48.81
147.1136,19.86
157.106,33
175.11,54
185.0984,17
203.1035,49
215.1142,15.81
217.0774,15
229.104,15
235.134,22.05
237.1213,30
243.1163,22.96
252.0852,18.86
259.1049,18.05
260.1384,18
262.1342,23
269.0802,21.81
271.1349,15.11
278.1284,23.06
283.142,53.05
286.1435,25.81
297.1087,16.61
303.1985,22
311.1317,22.11
348.1504,30
374.1773,17
397.1898,17.84
434.2399,29.2
443.2153,22.91
454.23,30.7
478.2435,18.86
491.2682,20.09
492.2329,18.86
505.231,25
508.2654,31.21
517.2651,47.92
519.5823,24.1
519.9139,48.86
525.5741,27
525.7745,170
537.274,23.05
559.293,27.92
622.3075,26.84
630.2966,22.91
654.3211,45.86
661.3174,24.05
703.3326,15.86
710.3287,15
715.3148,19.94
717.3525,14.05
720.3248,15
725.3773,14.05
729.3675,16.64
731.3808,26.2
735.3263,14
750.3757,35
751.363,19.61
753.3152,21.35
758.4111,12.86
761.3201,18.34
768.3738,64.81
775.4064,15
777.3405,21.05
781.4153,21
789.4111,22.67
796.3781,22.96
805.3688,18.05
818.3435,20.05
821.3976,15.86
824.4704,15.81
836.4034,18
839.4282,17.05
847.414,20.9
850.3969,18
861.4641,24.11
864.4009,15
866.4303,30.22
875.2885,18.86
875.4608,21.86
880.4398,31.86
888.3657,18
895.3932,12.86
901.4423,18.16
902.3966,21.81
903.4545,18.81
905.4205,46
908.4012,15
923.4768,22.1
927.3951,19.1
937.4619,20.05
945.4566,17
965.3986,24
1001.5432,26
1006.4985,14
1019.5126,9.807
1063.4979,38.25
1063.5066,75.81
1110.4441,12.81
1128.4558,27.05
1192.5378,24.06
1210.5692,113.1
1210.5774,35.86
1227.549,20.81
1229.4752,7.172
1355.6113,23
1360.1755,6
1373.6421,382
1474.6766,64.05
1570.6998,45.16
129.0916,15.05
171.1119,37.11
201.1217,12
240.1315,12
262.1197,15.05
270.1368,12
284.1961,37.05
303.2036,34.84
313.1486,18.81
314.1372,24
340.1982,12
344.1728,18
353.1194,13.61
371.1724,15.81
413.2513,15
415.1492,12
431.2668,16.81
471.2471,24.05
480.2434,268
480.7538,33.74
482.2461,10.91
488.2704,18
490.2702,12
499.1929,18.89
502.292,25.68
505.3066,10.1
510.2469,12
516.2179,12.81
517.2387,12.05
536.7943,12.06
565.2583,15
570.3051,15.81
587.3182,13.61
589.3272,21.16
603.3229,12
604.2942,15.11
621.3257,18.81
621.6216,18.05
646.3521,67.84
657.2734,18
698.3299,15
728.3087,12
761.3776,119
771.3282,15
774.3914,12
784.3717,12
785.3941,27.81
795.3609,28
803.396,12
811.3893,12
813.3709,30.81
820.3431,12.05
828.3906,18
829.3817,11.3
844.4199,24.05
862.4213,130
872.4302,42.81
903.3863,9
907.4457,12
911.4438,9
915.4235,12
941.4861,21
942.4114,9
956.4437,9
958.443,12
959.4782,401
960.4821,57.98
971.4216,12.92
974.4556,9
977.4262,9
997.4686,9
1057.4923,12
1071.4961,15.05
1072.5037,31
1084.5562,9.807
1089.5316,12.06
1117.5465,15.11
1129.6034,9
1140.5804,6.807
1157.5544,13.91
1161.5375,12
1224.6111,31.1
1242.6674,376
1321.6104,13.1
129.0905,24
159.0914,24
183.113,50
187.1256,24
211.1078,49
234.1457,44
239.1011,344.7
310.1685,64
338.169,422
344.1886,37.11
345.1798,57
362.197,74.11
387.1974,25.61
409.2449,87
425.2365,25.11
437.2403,231
449.2026,31
460.2381,30
462.1347,28.04
477.2343,83
512.266,24.11
514.2506,24.11
527.256,25.67
556.3071,32.61
576.2994,81
584.3139,55
618.2997,37.11
621.9202,25.61
623.9906,44
624.3223,94
643.3502,24.11
663.3319,204
673.3787,25.72
708.3286,19.61
744.3407,24
752.3951,18.11
757.3296,24
761.2924,19.61
792.3923,49
793.3462,14.17
810.3921,468
811.3939,31
816.416,18
841.4813,30.11
885.4044,34.53
891.4549,25
909.459,319
910.4757,37
945.4754,24
947.5316,19
958.4541,18
963.449,19.61
972.4905,18.11
1002.4874,25.61
1008.5194,99
1059.4694,19.61
1077.5497,38.21
1100.5112,12
1145.5366,12
1149.5778,93
1216.5839,19.61
1228.5718,24.11
1233.3616,27.93
1233.6566,13.61
1311.6732,26.43
1524.9242,25.61
1569.5533,18.11
1577.7556,18
1683.9037,18.95
129.0979,25
130.0738,15
136.0723,15
167.1545,34.05
171.1403,15.05
173.1237,27
195.1441,25
200.1156,13.61
223.1427,38
224.1439,15
232.1234,15
244.1416,24.05
258.137,18
278.1069,32
286.1386,21
294.1826,45
342.1565,21.81
369.1775,28.81
376.1931,89
383.2348,33.05
409.1955,37.11
453.1977,34
454.2007,86
466.2289,68.81
490.2456,22.86
491.2233,28
492.2596,21.22
519.2498,13.61
551.3098,62.88
562.2802,41
567.2314,24.81
567.6233,60.61
567.7949,174
571.3745,22.61
579.2998,24
588.267,25.64
605.2642,126.2
647.3196,19.43
670.4194,27
733.3553,92.11
742.3615,54.72
744.3257,27
750.3884,22.64
770.3796,24
804.4061,16.43
837.4128,27.05
843.443,26.72
846.4492,40.19
857.4131,27
866.5211,28
900.4771,15
916.5085,20.45
919.4698,13.61
923.4926,19.81
925.4393,15
932.5156,12
935.4604,12
943.4493,24
960.4871,54.05
963.5676,36.86
963.5779,117
969.5283,12
1021.4945,27.81
1106.5458,15
1116.5717,49.66
1119.5206,6
1123.545,46
1124.601,9.807
1134.5431,9.807
1174.5941,6
1292.7124,24.92
1293.6104,6
1301.6399,6
1305.6335,6
1314.672,6
1408.6709,12
1408.6747,77.21
1479.7308,98.89
1484.8219,29.21
1492.7699,6
1603.7632,66.09
2260.7642,24.97
120.0862,13
129.1024,18
130.0881,16.67
136.0745,72
147.0949,21
157.1304,22.11
185.1417,12
212.0746,12.05
215.1239,12
229.1171,15
238.1259,15.05
249.1612,88.18
255.1356,18.05
271.1379,12.86
277.1506,37
287.1429,33.69
289.1333,24
296.1717,12
323.1347,18
324.1152,13.61
331.2411,21.81
341.2021,18.05
355.1845,21
357.1034,15.05
364.1501,15
385.2124,12.84
415.1611,18
432.2473,15
442.2347,15.11
456.1895,23.42
480.2202,21.05
482.2489,12.81
485.261,19.14
490.2383,15
494.1962,15.05
496.2348,13.61
500.2528,21
507.2863,21.05
531.2611,18.81
541.2747,18.16
553.2756,25.64
559.2604,19.16
562.3007,12.21
570.2971,30.06
570.794,61
571.3059,423
622.3382,21
629.322,18
645.3245,37.14
646.3482,9.415
680.3371,18
685.3397,22.05
697.4053,18
706.3579,15.88
708.3102,15
709.3475,24.86
735.3962,12.81
739.3867,12.81
743.3871,15.91
751.3815,19.63
755.3495,15.06
764.3534,16.94
769.3901,18
779.3943,39.84
801.4461,12.86
812.4222,15.81
814.4076,18.86
815.4399,11.15
821.4041,24.81
823.4149,12.81
846.468,13.61
856.4319,12.05
858.3879,24.05
859.4155,6.944
861.429,12.81
875.4331,15
877.385,12.81
882.4573,12.81
890.409,15
897.3563,16.96
907.487,27.11
912.4782,15.81
914.5216,24
931.4749,12.05
939.4752,12
939.4877,15.81
941.5411,15
966.5007,12
967.515,13.16
1003.5103,12.86
1028.5287,18.92
1077.5996,15
1104.5123,21
1122.5558,33.92
1188.6179,9
