"mz","Intensity"
769.3764,15
777.3781,12
781.356,12
789.4058,12
795.3477,15.89
799.4285,18.06
810.3898,16.97
817.394,15.89
823.3743,12
831.4608,15
845.3394,12.11
848.3796,19.67
854.3264,12
860.4147,15
862.3607,20.75
863.3965,11.6
865.4448,15.86
868.386,12.81
870.4204,12.81
875.4936,16.19
880.4886,19.61
881.2734,12.81
887.4033,12.81
892.3644,15
901.4683,12.81
907.4191,21.11
911.4528,12.05
916.4904,19.67
923.4532,13.91
925.5081,16.16
947.4773,12
951.4355,9.917
961.4771,12
965.485,18.86
977.4633,24.86
987.4713,15.05
994.4535,12
1005.4512,12.81
1009.5209,15
1022.4426,12.81
1027.5276,21.86
1028.5139,8.274
1031.4795,12
1034.5503,16.63
1040.4628,18
1049.5293,12
1071.4353,12.81
1077.4966,13.16
1086.5287,21.81
1103.5916,15.81
1110.5831,15
1112.5173,12
1116.5649,12.05
1120.5848,15
1124.5585,12
1127.5647,12
1133.5562,14.21
1145.5287,15.11
1149.4796,12.05
1194.6119,18
1204.6362,15.05
1222.6219,18.86
1224.6403,10.41
1230.6022,13.1
1242.577,15.05
1265.6121,27
1271.6312,13.61
1273.5586,15.81
1305.6898,12
1316.7539,12.81
1325.6934,15
1331.5737,13.27
1336.6211,10.64
1373.6025,12
1393.7053,12.81
1424.6707,15.86
1427.7189,15.86
1478.7206,13.61
1481.7117,21.05
1487.7053,13.1
1530.7118,9.054
1566.724,10.94
1570.6072,13.1
1571.7548,9.807
1579.7938,9.054
1597.7994,12
1609.8263,13.1
1623.8115,12.05
1703.8066,6
1703.8237,12.06
1713.7441,6
1715.6486,6
1724.8236,6
1734.8456,9
1735.8153,3.418
1762.8818,9.054
1775.8066,6
1780.8695,6
1789.9785,6.862
1814.8132,17.26
1899.8491,19.19
1946.9451,13.1
1948.0059,10.2
136.0727,12
145.0646,12
197.1363,22.81
244.1791,12
256.0937,15
270.1325,18.05
285.1385,15.81
295.1222,12.05
310.1212,12.81
312.172,13.61
329.2,12.05
375.1589,12.05
388.1877,12
411.1797,12.05
428.2214,15.05
448.2383,12
472.2723,12.05
497.2957,12
501.2625,13.61
536.2621,12.05
542.2928,15
550.2836,12.86
561.2657,12
593.2386,12.84
626.7029,12
636.3383,19.61
645.354,12.05
645.9758,12.05
646.3425,15.86
651.6257,70
651.9561,54
660.2811,15.05
662.328,12.86
686.3777,13.67
703.3364,27.97
704.3219,12.57
730.4385,15
737.3276,12
739.294,12
743.3885,21.86
743.8079,12.86
770.3956,16.61
773.4051,12.05
783.3581,12.86
801.4078,13.61
814.4244,30.92
815.4272,15.93
818.3848,19.96
820.3965,18.92
828.3622,14.42
831.4567,21.81
837.3563,18
840.3842,25.16
844.4147,15
862.4416,12
869.8738,18
870.3593,12
882.5062,15.05
886.4418,18
888.4315,18.81
890.4606,15
898.4804,15.16
904.8914,16.1
906.4338,12
917.4307,18.81
921.5125,12.11
924.4725,12.05
934.454,18.81
1015.5246,15.91
1024.5276,18.81
1040.6372,12.16
1049.4637,12
1101.5848,9
1128.4918,9
1147.6265,9.861
1152.5076,12
1201.6096,12
1207.576,16.91
1298.6122,12.43
1311.5101,12.11
1313.6396,152.1
1322.7003,6
1345.5632,13.67
1394.6023,9
1450.6394,19.16
1511.8102,19.91
1579.7717,23.02
1583.6908,12.86
1636.967,15.01
1706.7703,11.24
1729.7974,12.05
1970.8832,76.05
2590.2346,33.93
120.0799,21
157.097,10.55
159.0827,10.32
169.108,15.81
183.1484,13.02
209.0847,11.05
211.1385,12
212.0923,14.57
213.1035,12.02
216.1006,16
218.1487,28
219.1126,13.02
229.0999,17.02
230.077,21.02
245.0973,11.02
255.1066,12.29
258.122,15
262.1172,16
274.1429,14.38
297.1555,13.27
308.1053,37.34
325.186,32
327.1738,29.27
332.1896,19.27
333.1659,39
342.1316,19
355.1616,24
370.1475,19.31
371.1799,52
379.15,19
424.1899,27.27
426.1931,23.08
442.1926,32.1
443.2241,43
444.2163,12.9
452.18,31
460.2351,43.08
469.2066,34
470.1959,42
472.2007,25.32
482.1981,21.29
487.1971,23.54
499.2293,18
518.2038,23.29
525.233,18.29
535.22,32.27
540.2537,20
542.2722,19.07
544.2537,15.02
557.2546,22.02
560.2468,15.02
571.2365,58
572.2186,11.08
588.261,34
589.2568,65.28
599.251,52
606.2664,15
611.3036,26.27
614.2847,31.3
616.2725,36.27
617.2651,48
628.3377,72.36
633.2939,19
634.2853,31.05
643.2849,17
653.2834,17.29
659.3008,29.04
670.2856,27.09
687.3083,48
688.2944,22.49
704.3352,25.42
707.3404,16.92
715.3371,43.31
716.3263,16.85
721.3221,18.81
731.3298,21
735.3223,14
736.3118,20.07
740.3276,12.76
745.3003,13.29
749.3665,19.02
753.3436,20.09
773.311,12.85
782.3651,16.27
799.4048,122
817.3443,18.33
834.3773,39.13
835.3701,13.52
846.3725,20.27
852.4102,22.02
854.3857,13.05
863.3973,15.81
869.3895,12.27
877.376,13.54
881.4101,20.3
886.3846,17
914.4393,52.35
953.4418,17.05
960.4143,38.31
961.4002,9.791
971.5193,23.31
976.456,34.27
993.9559,27
994.4629,216
994.8018,52
1012.4218,20.28
1023.5007,15.19
1052.4581,19.61
1073.5232,31.34
1075.5139,11.63
1098.5397,13.92
1103.5095,13.97
1130.5356,24.02
1131.4882,12.97
1153.5344,25.64
1169.6024,17
1170.5626,84.89
1196.5244,13.39
1227.5721,14.39
1233.5493,12.29
1254.6074,18.08
1296.574,42
1297.5671,17.35
1299.5785,14.04
1301.5735,14.01
1305.0967,8.529
1313.5878,23.09
1330.5878,43.27
1335.6283,11.39
1341.6046,39.19
1342.6255,19.2
1355.6642,13.08
1395.6589,23.56
1412.6764,63.02
1428.5751,19.02
1433.6533,12
1440.704,154.4
1444.6818,10.83
1463.6814,18.27
1477.6252,41.45
1477.6692,15.37
1478.6506,19.34
1478.6653,12.94
1481.6941,15
1495.6948,17.28
1498.6921,5.949
1501.6533,24.92
1509.7102,12.57
1513.7313,27.3
1513.7374,77.39
1525.6632,8.538
1542.6411,14
1548.6891,52.69
1552.6604,7.624
1605.7302,6.473
1609.741,14.02
1612.6984,12.02
1627.7568,10.92
1630.7378,10.31
1637.7731,14.38
1644.759,26.42
1644.7708,58.88
1648.736,13.06
1655.7709,8.018
1681.7491,8.269
1716.7767,5.637
1719.8035,23.02
1725.7919,6.083
1741.7903,23.07
1752.7731,20.61
1758.8154,70.27
1758.8252,34.05
1968.9589,214.2
2111.9714,45.61
2128.9844,200.3
2276.0466,197.3
2330.0674,36.38
2347.0962,221
2494.2078,86.29
2608.1519,35.81
2722.1768,24.96
2962.3796,52.3
120.0811,19
218.1453,20.16
229.108,14.54
262.1032,21
273.125,26.11
284.1439,20
295.0856,20.54
314.1295,26.54
315.1663,32.04
332.1924,52
333.1657,46
372.1857,29
376.162,39
387.1604,34.76
408.2034,25.11
423.2,23.54
426.1891,42
430.1935,24.04
441.1996,27
443.2208,37
452.186,49.54
460.246,32
469.2042,83
482.2111,35
484.2149,24.54
486.2355,37.08
514.2104,26.57
517.2183,36
543.2412,24.57
553.2113,36.3
555.2505,29.12
560.2366,25.1
571.2319,50
579.2722,24.04
588.278,67.09
599.2527,33.19
605.2818,44.88
611.3102,38
616.2709,70
628.3384,127
633.2968,38
642.2955,39
652.2892,29.04
659.3134,75.04
669.2957,25.6
670.2857,41.17
686.3243,23.66
687.3071,66.77
704.3358,35.63
713.3275,27.07
735.3244,29
738.3533,37.32
799.4005,157.5
806.3738,26.08
816.3749,66
817.3603,36.23
833.3987,58
834.3836,104.5
838.3724,29.08
851.4058,97
868.3932,30.04
877.4301,57.04
879.4105,53.54
886.4086,25
887.9117,103
888.4138,68
894.444,103.2
903.3923,24.11
912.4208,31
914.4354,90
920.4312,66
938.4717,27.08
943.5139,25.11
952.4805,49.54
953.4476,21.56
968.3885,21.74
976.4208,27.11
990.4586,24.54
996.4282,26
996.5193,64
1002.4119,44.63
1007.5213,30.35
1015.4319,22.04
1025.5366,45.77
1036.484,29.27
1050.5521,24
1053.4944,55.54
1070.5236,58.76
1081.5289,21.11
1083.4796,19.88
1099.5261,18.54
1105.5211,20.47
1122.5472,89.74
1147.4796,32.22
1151.5209,27.86
1169.5758,42.96
1184.5505,21
1186.5538,68
1195.5623,29.91
1223.568,30.04
1251.573,22.77
1260.5697,22.54
1266.5857,24.04
1293.6144,61
1298.634,18
1336.6542,16.57
1338.5933,38.11
1355.6372,18
1357.5996,51.61
1379.6453,21.95
1390.6848,20.57
1412.6798,94.51
1412.682,51.6
1417.6785,15.13
1433.7065,30.09
1444.6748,17.11
1461.6973,37.56
1473.5822,28.45
1496.7051,16
1502.6371,9.812
1508.626,22.56
1513.7323,42.29
1513.7419,78
1525.7162,24
1556.691,18
1561.7625,18.81
1566.7098,10.57
1572.7615,10.56
1574.7614,10.04
1582.7043,10
1589.7491,23.11
1591.697,10.16
1595.7285,34
1596.7714,41.48
1642.8142,10.74
1653.7894,24.54
1658.7578,11.15
1660.7593,16.56
1660.7618,77.25
1669.7247,10
1692.7903,20.54
1703.8291,8.001
1707.6648,6.538
1710.8345,52.16
1710.8479,28.4
1757.8042,6.538
1774.8191,19.07
1898.8806,24.4
1920.9401,132.2
1966.9467,105.4
1984.9479,482
2117.9324,47.38
2135.9504,151.5
2283.009,40.04
2354.0522,56.04
3407.4429,13.51
255.1195,25.61
272.1683,25.61
285.1249,24.11
314.1357,37
330.1347,24
332.1952,31
333.1593,31.61
385.2033,24.11
397.222,20.21
402.2091,19.61
424.1907,31.61
434.1646,25
441.1718,19.61
479.2207,24
492.2297,19.61
526.2374,30
533.2147,21.82
567.2739,19.61
569.3097,24
571.2327,25
588.2745,55
616.2846,38.61
619.2858,19.61
628.3399,48.11
633.2914,25.11
641.2877,24
659.298,25
670.286,24
687.3084,38
702.3388,18
704.3425,30.11
799.3995,105
914.4427,24
939.4257,26.21
944.475,24.11
960.9963,44.76
961.4763,44
985.1109,37
986.4136,101.7
990.4947,67
1009.5242,25.61
1024.4951,24.11
1056.9757,30.03
1122.5112,18
1158.5846,19
1186.5458,74
1251.5383,18.11
1339.6643,19
1394.6394,19
1412.7091,31.11
1512.683,12
1514.7523,12
1525.616,12
1527.6671,12.11
1562.7708,18.11
1578.7844,12
1657.7507,12
1676.8009,12
1688.7112,18
1695.8729,12
1710.802,12
1773.7174,38.21
1774.8081,12
1984.9478,375.1
2429.2869,18.11
129.1054,10
167.1556,31
195.1476,18
211.1416,10.11
213.1103,10.65
223.1445,27.04
225.1267,8.538
242.1268,12.04
243.1305,12.04
251.1311,8.538
270.1133,10.54
272.1384,10
288.1429,8
297.1339,10.57
298.1685,12.56
299.1554,12.54
309.1583,8.538
313.1086,9.076
315.1566,17
323.1589,9.076
332.1932,14
337.1896,58
347.1501,14.04
371.1881,12
407.1786,8.772
415.1795,9.076
418.2043,12.59
426.2096,14.04
428.2263,10
436.2126,14.57
447.2086,10.04
458.2054,10.56
468.2215,24
483.277,40
483.609,11.13
569.2806,16.74
585.3097,14.42
600.3459,16.04
614.3186,16.59
619.2997,23.08
628.331,16.07
631.3123,14
643.3099,17.15
651.8269,25.32
660.6442,16
660.8199,88
662.2993,21.11
663.2814,10.44
670.389,32.18
704.3328,14.57
715.3312,20
719.3607,15.51
728.3381,12.74
757.3649,43.57
785.3457,14.54
786.3804,7.959
791.379,12
799.4049,54.47
812.4057,25.54
818.4154,14.07
822.8998,25
837.4237,14.04
846.3763,17
857.4336,12.54
861.3923,12.54
863.4006,22.54
867.3784,14
869.4161,11.27
872.4742,12.04
874.3721,13.1
876.4376,12
879.9165,47
880.4135,54
881.4664,12
885.4115,44.17
885.4568,12.07
891.4199,14.07
896.5063,8.736
907.453,23.15
914.4764,15.08
925.4214,14
932.4531,10.56
934.436,20
938.3721,12.04
953.4365,12
960.4109,22.54
963.4674,15.33
967.3587,8.772
970.4789,20.54
974.4419,10
983.4511,10
991.4255,8.538
993.4147,10.54
1017.4462,17.08
1018.4897,15.58
1019.5231,5.952
1027.443,10.04
1053.5037,8.538
1060.5293,10.56
1085.526,12.54
1103.5165,14.04
1108.4999,8.574
1114.4792,16.54
1131.4891,15.74
1142.4713,18.57
1150.5305,8.036
1163.5237,10.54
1185.5231,10.54
1195.5588,8.036
1243.6514,19.37
1246.5691,18.77
1256.5986,10.54
1271.6021,8.036
1275.6554,17.27
1299.5583,11
1303.592,35.65
1310.5809,10
1367.6561,8
1395.6324,12
1396.6533,5.231
1412.6882,39.57
1427.6083,10.54
1524.6099,4
1541.6901,8
1596.6796,4
1638.7358,4.538
1725.8041,4
1729.7463,12.76
1833.8761,15.11
1883.8999,46.84
211.142,24
256.1219,25.61
257.056,19.61
270.1284,31
272.1531,30.11
297.143,50.72
388.1807,24.11
392.1911,24
396.1671,24
438.2134,24.11
442.2086,30
443.1936,22.5
446.1887,31.61
457.1935,24.11
470.2554,37
483.2207,24
512.2669,30.22
515.2914,37.61
528.281,19.67
533.2567,37
545.2758,24.11
584.2874,19.61
587.3307,19.61
591.2597,43.61
597.2646,25.61
605.335,19.61
606.2543,24.22
630.2894,24
639.3687,25.61
642.2413,19.61
647.2899,19.61
721.3531,24
744.3982,30.11
795.3806,19.11
817.314,24.11
868.427,24.11
870.421,19.61
872.4294,25.61
888.4191,25.72
893.3824,24
895.3961,31.72
899.3897,31.23
911.5443,24.11
915.4514,31.83
981.4528,24
997.503,25.72
1010.4665,25
1026.5549,25.72
1035.5215,24
1048.4733,19.72
1053.5182,24.22
1067.5508,19.61
1073.5082,36.11
1085.5139,24.11
1092.4854,33.23
1141.4751,43.32
1167.6002,31.72
1177.6307,26.61
1191.6338,37
1195.5652,24.11
1232.5729,24
1246.6456,24
1266.5325,31
1269.5614,36.22
1302.6194,24.11
1311.5605,25.61
1313.6855,20.57
1353.6509,20.21
1365.5967,19.61
1371.6903,19.61
1425.6355,19.67
1450.7223,29.78
1517.7666,19.61
1525.6898,20.21
1563.8103,18.11
1700.829,18.11
1769.8102,12.11
141.0881,19.61
199.101,22.5
217.0775,19.72
225.1256,19
233.1423,36
256.1089,24
328.1695,25.61
352.1672,25.61
355.1842,37.61
360.2413,19.61
397.2026,19
402.1992,27.23
404.185,19.61
433.1818,39.82
442.2372,19.61
450.2091,19.61
458.2603,30
495.1747,31.23
499.2215,24.22
525.2727,25.11
528.2322,32.85
554.2821,24.11
571.2529,21.23
608.2816,24
621.3353,19.11
627.3197,31.72
639.3386,19.61
651.3275,25.61
694.321,19.61
712.3877,19.61
722.3566,22.5
725.334,20.32
744.3225,25.61
750.3831,24
761.3357,30.11
764.366,19.34
767.3722,43.61
797.4116,18.11
808.3886,24
835.4,18.11
880.4114,18.11
882.4625,24
887.3813,24.11
889.3937,30.11
915.4376,24
950.506,24
970.4873,30.11
975.4225,19.61
989.5221,24.11
994.5013,56
1010.4603,19.61
1057.501,39.93
1058.4845,15.81
1062.5732,33.93
1072.5502,24.11
1095.5381,25.61
1121.5463,24
1191.5947,30
1195.5984,25
1235.5903,21.82
1242.636,24
1268.5854,31.72
1290.5841,36.22
1346.6249,19
1475.5974,18.11
1516.7563,18.11
1518.7952,12
1529.666,18
1542.7452,12
1641.8251,12
1661.8937,12
1698.8013,12
1753.8221,13.61
2208.0557,26.21
120.0826,18
136.0747,18
159.0991,10
169.1052,14.04
171.1171,8.574
175.1207,14
217.1255,14.56
224.1027,10.54
228.1212,10
233.1428,10
244.1474,12
245.1268,10.04
268.1494,12
274.1438,12
277.149,10.54
281.1028,10.56
309.1615,12
327.1568,14.57
368.1991,10.07
369.1998,10.04
395.1945,12
402.2253,18.07
409.1708,8.574
416.205,10
418.2147,12.04
428.2185,10
431.2006,12.58
455.2478,8.538
463.2194,10.04
467.2449,10.56
479.1861,13.85
499.2361,15.27
502.2675,8.538
503.2481,14
505.2766,10.54
508.235,13.27
519.2549,34.07
526.215,10.54
528.2693,10.57
541.259,12
544.2782,16.04
554.3008,16.74
558.2274,10.77
562.3203,10.04
567.2615,14.63
572.2853,13
589.3083,10.04
590.2858,33
596.3088,21.08
599.3277,12.57
600.2822,14.57
605.3033,10
618.3011,24.54
628.2946,10.54
638.3245,10.54
642.3248,10.54
647.289,14.07
648.2951,20.56
651.3489,18.65
654.39,12.15
659.3002,19.09
665.0111,24.56
667.3154,12.54
673.3702,10.54
709.3742,14.54
710.3674,18.15
714.3534,10
718.387,15.08
719.3901,7.495
724.3372,10
726.3934,14.07
735.3802,10.57
737.3473,10.54
747.4009,12
752.3588,10
755.3741,14.54
759.441,10
769.3759,22
771.4155,14.61
780.3987,14.07
786.458,21.11
791.3314,12.57
820.4237,13
822.3931,12.57
829.4346,15.08
830.4547,7.784
833.3968,10.04
837.4632,12.54
840.454,10.57
844.5162,15.08
870.4446,9.166
883.4521,10.57
896.4246,16.57
900.4385,10.07
905.4123,8.538
918.4659,9.076
919.4581,7.242
927.5099,10.54
930.4389,8.574
941.4504,11.3
947.48,8.037
957.3967,8.036
958.453,6.621
960.4649,18.04
962.458,6.092
964.5195,34.57
965.3936,8.736
966.4692,7.393
972.5391,8.593
978.4437,8.736
984.5151,8
985.467,8.082
990.4863,10.57
995.5483,8
1001.425,10.54
1016.5665,8.538
1027.5737,12.54
1031.5754,12.57
1056.5239,10
1066.5493,19.07
1085.5327,11.85
1130.5034,8.072
1137.525,8
1151.5349,8
1164.6128,10
1166.575,6.538
1247.6265,8.538
1257.5811,13.27
1290.6349,10.54
1299.6382,9.31
1306.7545,17.31
1309.6449,4
1311.6487,11.15
1313.5796,4.036
1337.6438,4
1355.6796,16.07
1359.6682,4
1362.5881,4
1363.6871,4
1459.7716,11.27
1463.7145,4
1465.6051,5.274
1477.7212,11.47
1481.776,6
1498.7573,4
1526.7306,4
1560.698,4
1575.7865,8.94
1617.8716,10.01
1729.8029,18.11
1747.9077,12.79
2866.5017,11.27
133.0436,22
147.1153,24
183.1431,33.07
218.1509,17.16
219.118,21
229.0904,21.47
239.1543,17.08
240.108,34.08
241.0841,17.07
243.1185,21
274.1396,18.24
280.1289,20
291.1056,16
297.1391,30.08
308.1108,41.07
315.1567,37.07
332.1899,97.62
354.1724,56.42
371.1795,72
372.1832,60
379.1467,32.44
387.1721,29.08
423.1952,42
424.1814,76
430.1761,32
441.2056,59
443.2242,57.08
451.1904,33
452.1877,75
460.2449,41.07
469.2039,85
472.1828,33.07
482.2095,46.18
489.2157,38
500.1888,33
513.2469,25.07
517.2338,44.07
531.2573,25.52
543.2525,34
555.2144,32.5
570.2524,56
571.2469,95
581.2224,34.11
588.2671,106
598.2615,55
599.2564,69.08
605.2678,37
614.2866,42
616.2826,117
625.3041,33.15
628.3449,111
633.2921,59
642.2904,37
652.2653,32
669.2977,42.07
671.2956,25
686.3263,25
687.3187,68.08
701.3542,17
702.297,20
705.323,24.07
707.3279,38.08
715.3253,29
722.3575,17.15
724.3458,26
735.3008,17.07
752.3516,24.5
770.3859,20.07
776.3324,17.08
785.3654,33.08
789.3468,30.47
797.3556,17.08
798.3752,38.97
799.4,232
800.401,43.08
806.3762,25
816.3512,34
817.3506,23.12
823.4216,17.08
833.374,23.44
834.3787,52.07
851.3831,25
868.4128,37
887.9121,43
888.4025,26.47
895.3948,24
897.4057,17
912.4193,42.15
914.4374,72
923.4432,29.07
925.47,21.54
932.3976,21.07
943.4986,21.15
960.9799,76.31
961.4723,42.07
976.4086,41
984.4785,21.07
992.9811,126
993.4664,180
993.7956,43
994.415,30.07
996.386,25.08
999.4658,243
999.8084,56
1011.4111,38
1024.5515,43.39
1025.5078,11.49
1053.5272,33.16
1071.4932,26.62
1081.5081,25.08
1083.4739,41
1114.5276,56
1115.0298,26.75
1123.5646,38
1167.5581,24
1169.6035,84.42
1173.5328,25
1182.0403,171.1
1182.5411,162
1186.5673,54.08
1223.5918,29
1248.5453,40.07
1276.5916,24.07
1281.5533,24.5
1282.5623,53
1295.5945,25.08
1298.646,30.19
1315.5803,17.54
1338.608,20.14
1346.6071,33.57
1355.6783,33.07
1356.6536,24
1385.6469,36.07
1395.6633,66.19
1396.6514,41.49
1412.6904,98
1429.6285,42.23
1433.6868,20
1449.6908,31.22
1493.6328,44
1494.6372,29.07
1500.6604,29
1513.7341,77
1525.7113,17
1564.7045,70.55
1578.7411,17.08
1588.746,29
1596.7402,63
1648.7433,17
1653.7373,20.14
1659.7329,32.83
1660.7229,28.07
1660.7782,19.88
1664.7159,36.7
1693.7941,21.08
1710.8138,96.11
1710.8397,25
1767.8219,42.15
1768.7872,21
1774.8507,53.23
1775.7972,15.15
1903.9025,33.47
2080.9851,90.19
2127.9626,59.99
2144.9788,266
2274.0972,36.41
2292.0469,306
2299.0779,116.2
2510.1079,85.07
2560.1682,34.3
2624.1453,43.3
2931.3499,59
120.0824,18
127.0441,12
183.1525,12.11
226.1195,20.61
231.1034,12.11
277.1377,12.11
295.1436,12
314.1346,24.11
338.1386,25.61
371.1531,45.23
384.1823,31
393.1815,24
442.2237,18.11
480.2361,33.23
482.1738,18.11
498.2199,24
499.2446,19.61
511.2742,18.22
541.2846,25.61
572.24,18.11
628.2866,30
645.2825,44
656.2903,19.72
670.3104,30.11
687.3384,24
702.3477,19.67
779.3616,19.61
787.3467,18.11
799.3986,31.72
800.3968,44
809.3981,18.11
815.329,18
860.4576,19.61
875.381,24.11
886.3874,18.11
914.5012,36.11
961.4157,19.61
971.4283,19.78
991.4546,31
993.795,25
998.1224,24
1003.4796,25
1004.0731,56.11
1004.5101,37
1006.4537,19.61
1011.4109,25.61
1065.0057,56
1139.0193,20.21
1174.5706,30
1183.5581,19
1213.5109,24
1215.5496,20.39
1230.4728,18.38
1281.5726,24
1513.7136,33.23
1533.7714,12
1565.7168,12
1645.8041,20.21
1656.7456,18
1657.8024,7.069
1670.7809,12
1719.7534,12
1757.8677,24.22
1758.8324,12
228.1126,23.42
255.1412,16
269.169,17.08
272.1676,31.15
281.1499,21
283.1479,25.08
284.1246,36.42
296.1454,17.11
312.1541,35.15
316.1619,20
323.1782,18.15
325.1627,17.08
341.1846,16.07
351.1614,17.08
371.1652,16
375.188,24.14
377.1807,16
385.2007,21
389.1792,18.19
397.1746,16.07
407.2589,17
413.1936,15.42
416.2405,17.15
429.2086,20.07
452.1832,16.07
459.2115,29
466.2089,16
472.2344,17.07
474.1934,16
487.2013,16
496.2219,20.07
508.2372,16
511.2221,33
517.2764,17.08
522.2548,21.07
530.2377,16
542.2404,16.07
562.2342,26.08
565.2961,18.08
572.2997,21.07
574.2684,21.08
579.2862,24
587.2866,21.15
620.3303,17.08
637.3214,25.52
652.2628,16
656.2124,16
671.3384,21.19
685.3376,16
729.3475,20.07
757.4481,17.08
759.3942,20.07
790.449,16
795.3742,26.08
806.4229,20.07
830.4205,35.15
831.3947,20.07
833.4114,21.22
835.4081,25.15
838.3698,21.15
841.3965,16
842.4199,16.66
852.4098,28.15
856.423,25.08
867.3629,20
878.4424,16.22
891.5005,16.07
895.4128,17.07
898.4132,24.07
910.4315,21
928.4666,17.47
938.4712,20.07
944.4406,32
957.5275,17.59
961.3644,22.62
962.5017,8.367
982.4842,25
983.5433,21.07
988.5459,24
995.4506,20.94
1000.453,16
1007.5125,34.26
1014.5396,51
1017.4684,21.22
1031.4771,17.08
1046.537,16
1057.5011,17.15
1073.5221,16
1087.532,21.22
1099.5408,30.62
1104.6389,29.07
1107.5891,22.15
1128.575,16
1130.6202,14.91
1158.5831,20.07
1174.6007,17.15
1190.604,24
1231.6449,24.07
1232.6913,11.18
1247.5863,16.14
1259.6049,17.47
1299.6215,22.55
1316.6206,16
1323.662,25
1373.684,16
1376.6058,16.07
1403.6614,17.22
1421.6665,16.07
1469.6415,16
1497.7531,20.15
1518.8323,12
1576.8524,12
1581.7239,17.47
1582.7815,14.08
1587.7196,14.55
1590.8385,12.07
1701.829,8
1791.8986,9.076
1877.9233,12.35
1922.9978,28.15
120.0832,25
171.118,13.61
183.0942,12.05
241.1003,12
245.1026,15.11
272.1642,12
276.1236,12
301.1572,15.81
328.1721,12.05
339.177,15.81
343.1899,15.81
365.1486,12
378.1761,12.11
398.1462,12
423.2111,12.81
429.2247,12
433.2162,15.81
444.1992,12
448.202,15
453.2095,21
501.2574,23.47
551.2733,18
553.244,15
557.342,12.81
559.325,15
563.2921,12.84
588.2909,12
599.2889,12
601.3278,21.81
607.3103,15
613.3248,12
617.2921,15.81
624.3317,13.16
651.3741,15.05
663.2917,13.1
684.3062,15.06
687.0187,16.64
692.8626,30
693.0146,24.81
693.3979,61.81
700.3578,15.16
721.3123,12
731.3755,13.1
760.371,12
774.3394,19.21
784.3928,15
792.3666,15.86
808.3963,12
812.4025,12.05
816.3361,13.1
863.4458,15.81
866.4041,13.1
874.4567,12
875.4583,9.398
912.4772,12
916.4542,18.05
917.4539,10.96
926.4528,19.61
933.4626,18.05
940.4498,26.48
942.4717,10.52
957.4274,15
959.4656,12
961.4711,12
978.4898,12
1058.5183,12.86
1116.5487,12
1149.527,9
1210.6028,9.054
1238.5651,9
1282.6732,9
1327.5737,6
1344.6429,6
1362.5261,12.81
1363.6335,6
1371.5847,6
1374.7789,6
1408.6356,6
1456.7218,18
1461.7972,6
1535.8423,17.72
1549.7203,9.681
1609.754,16.16
1721.8695,12.81
1858.0005,12.81
2117.7954,13.1
159.0963,12
175.1076,12.84
197.1249,12
213.1217,12
226.1224,18
227.1271,18.81
245.1064,15
249.1296,13.14
295.1482,23.5
300.1727,18.84
312.1432,12.05
315.1442,12.86
339.1787,12
356.1622,12
360.1761,12
373.1522,12.81
383.2048,12
409.0941,30.06
415.1658,18.05
417.1808,12.81
425.1771,18
427.242,12.81
443.2223,12
450.256,12
466.2442,18
468.2168,12
471.27,12.81
480.178,12
488.2246,24.05
489.2434,8.421
509.2448,14.42
512.294,15.81
518.2471,15.81
519.2774,12.05
545.2874,14.24
555.3023,15.81
577.2632,15.05
592.306,15
618.2798,13.61
627.3462,12.05
629.3358,18.05
636.2811,13.61
659.2903,13.1
675.2908,15.81
685.3393,10.82
689.4013,12
693.0276,18
693.6774,24.91
727.3815,12.81
736.3763,12
759.3987,9.807
770.3215,10.1
777.355,12
791.4028,9.807
801.3466,12.81
803.3759,9.807
827.3766,16.1
841.42,9.861
851.3847,15
855.4582,21.05
864.3252,13.96
868.4354,12
871.4356,10.1
894.417,12.05
897.3846,7.138
901.4623,15.81
906.4367,9.861
917.4577,12
928.4535,31.96
937.4878,12
951.4396,9.807
959.4799,12
972.5044,9.807
976.4163,13.96
986.5098,12
997.4525,12
1001.5441,12.81
1026.5002,15.86
1059.5007,9.807
1136.6652,9.807
1151.5088,12
1162.515,13.16
1167.7352,9.054
1254.5999,9.054
1330.621,6
1367.6188,21.11
1385.6958,130.1
1405.7346,6.807
1425.7355,10.91
1450.6827,6.054
1549.7797,12
1759.9521,22.97
1792.7479,11.67
2043.9659,16.09
156.0982,19.61
159.0911,24
185.1141,18.11
195.0849,19
226.1078,19.61
230.1187,19
238.1251,30
255.0958,19.61
258.1027,18.11
282.1271,19.72
284.1786,19.78
297.1852,30.11
325.1803,25.61
326.1811,24
331.1368,25
370.1775,25
380.1918,24.11
384.1568,25.67
394.1299,31.61
400.1769,24.11
415.1709,24
419.2012,24.11
426.1991,25.11
445.202,24
485.225,26.21
486.2358,31.11
500.2404,25.61
508.2547,37.22
517.2248,25.67
525.2879,19.61
543.2294,24
583.2656,19.61
592.2604,31.72
610.3257,24.11
618.2221,25.61
631.278,26.21
633.3187,19.61
655.2933,18.11
686.3254,24
699.3547,30
715.3889,24.11
721.3523,31
724.3143,19.72
731.3837,18.11
755.3792,19.61
836.3622,37.83
863.4167,30.11
867.4363,19.61
878.4622,22.5
890.4128,18.11
902.3715,19.24
918.4189,25.72
935.4559,24
940.4386,49.61
960.5013,24.11
962.4198,37
967.4593,25.61
987.4125,25
